,timestamp,packet_length,ip_src,ip_dst,ip_version,ip_proto,ip_ttl,protocol,src_port,dst_port,udp_length,tcp_payload_size,tcp_seq,tcp_ack_flag,tcp_window_size,quic_length,quic_pkt_number,quic_frame,quic_header_encrypted,tls_header_encrypted
978,1740741128.430453586,56,192.168.80.128,216.235.80.67,4,6,64,TCP,33734,443,,0,2925,1438257,65535,,,,,
979,1740741128.431120231,5896,216.235.80.67,192.168.80.128,4,6,128,TCP,443,33734,,5840,1438257,2925,64240,,,,,
980,1740741128.431128303,56,192.168.80.128,216.235.80.67,4,6,64,TCP,33734,443,,0,2925,1444097,65535,,,,,
981,1740741128.431704636,7356,216.235.80.67,192.168.80.128,4,6,128,TLSv1.3,443,33734,,7300,1444097,2925,64240,,,,,True
982,1740741128.431721635,56,192.168.80.128,216.235.80.67,4,6,64,TCP,33734,443,,0,2925,1451397,65535,,,,,
983,1740741128.432184866,5896,216.235.80.67,192.168.80.128,4,6,128,TCP,443,33734,,5840,1451397,2925,64240,,,,,
984,1740741128.432207058,56,192.168.80.128,216.235.80.67,4,6,64,TCP,33734,443,,0,2925,1457237,65535,,,,,
985,1740741128.432735823,7356,216.235.80.67,192.168.80.128,4,6,128,TLSv1.3,443,33734,,7300,1457237,2925,64240,,,,,True
986,1740741128.432751178,56,192.168.80.128,216.235.80.67,4,6,64,TCP,33734,443,,0,2925,1464537,65535,,,,,
987,1740741128.433262710,7356,216.235.80.67,192.168.80.128,4,6,128,TCP,443,33734,,7300,1464537,2925,64240,,,,,
988,1740741128.433276453,56,192.168.80.128,216.235.80.67,4,6,64,TCP,33734,443,,0,2925,1471837,65535,,,,,
989,1740741128.433932948,7356,216.235.80.67,192.168.80.128,4,6,128,TCP,443,33734,,7300,1471837,2925,64240,,,,,
990,1740741128.433951260,56,192.168.80.128,216.235.80.67,4,6,64,TCP,33734,443,,0,2925,1479137,65535,,,,,
991,1740741128.434604999,5896,216.235.80.67,192.168.80.128,4,6,128,TLSv1.3,443,33734,,5840,1479137,2925,64240,,,,,True
992,1740741128.434627189,56,192.168.80.128,216.235.80.67,4,6,64,TCP,33734,443,,0,2925,1484977,65535,,,,,
993,1740741128.435021579,7356,216.235.80.67,192.168.80.128,4,6,128,TCP,443,33734,,7300,1484977,2925,64240,,,,,
994,1740741128.435037002,56,192.168.80.128,216.235.80.67,4,6,64,TCP,33734,443,,0,2925,1492277,65535,,,,,
995,1740741128.435870932,7356,216.235.80.67,192.168.80.128,4,6,128,TLSv1.3,443,33734,,7300,1492277,2925,64240,,,,,True
996,1740741128.435888760,56,192.168.80.128,216.235.80.67,4,6,64,TCP,33734,443,,0,2925,1499577,65535,,,,,
997,1740741128.436229048,7356,216.235.80.67,192.168.80.128,4,6,128,TCP,443,33734,,7300,1499577,2925,64240,,,,,
998,1740741128.436245237,56,192.168.80.128,216.235.80.67,4,6,64,TCP,33734,443,,0,2925,1506877,65535,,,,,
999,1740741128.436899652,5896,216.235.80.67,192.168.80.128,4,6,128,TCP,443,33734,,5840,1506877,2925,64240,,,,,
1000,1740741128.436921799,56,192.168.80.128,216.235.80.67,4,6,64,TCP,33734,443,,0,2925,1512717,65535,,,,,
1001,1740741128.437337563,7356,216.235.80.67,192.168.80.128,4,6,128,TLSv1.3,443,33734,,7300,1512717,2925,64240,,,,,True
1002,1740741128.437346197,56,192.168.80.128,216.235.80.67,4,6,64,TCP,33734,443,,0,2925,1520017,65535,,,,,
1003,1740741128.438023014,5896,216.235.80.67,192.168.80.128,4,6,128,TCP,443,33734,,5840,1520017,2925,64240,,,,,
1004,1740741128.438030751,56,192.168.80.128,216.235.80.67,4,6,64,TCP,33734,443,,0,2925,1525857,65535,,,,,
1005,1740741128.438483917,7356,216.235.80.67,192.168.80.128,4,6,128,TLSv1.3,443,33734,,7300,1525857,2925,64240,,,,,True
1006,1740741128.438491071,56,192.168.80.128,216.235.80.67,4,6,64,TCP,33734,443,,0,2925,1533157,65535,,,,,
1007,1740741128.439050366,5896,216.235.80.67,192.168.80.128,4,6,128,TCP,443,33734,,5840,1533157,2925,64240,,,,,
1008,1740741128.439058357,56,192.168.80.128,216.235.80.67,4,6,64,TCP,33734,443,,0,2925,1538997,65535,,,,,
1009,1740741128.439655295,7356,216.235.80.67,192.168.80.128,4,6,128,TLSv1.3,443,33734,,7300,1538997,2925,64240,,,,,True
1010,1740741128.439662938,56,192.168.80.128,216.235.80.67,4,6,64,TCP,33734,443,,0,2925,1546297,65535,,,,,
1011,1740741128.440194615,7356,216.235.80.67,192.168.80.128,4,6,128,TCP,443,33734,,7300,1546297,2925,64240,,,,,
1012,1740741128.440202074,56,192.168.80.128,216.235.80.67,4,6,64,TCP,33734,443,,0,2925,1553597,65535,,,,,
1013,1740741128.440902103,7356,216.235.80.67,192.168.80.128,4,6,128,TCP,443,33734,,7300,1553597,2925,64240,,,,,
1014,1740741128.440911627,56,192.168.80.128,216.235.80.67,4,6,64,TCP,33734,443,,0,2925,1560897,65535,,,,,
1015,1740741128.441476019,7356,216.235.80.67,192.168.80.128,4,6,128,TLSv1.3,443,33734,,7300,1560897,2925,64240,,,,,True
1016,1740741128.441485838,56,192.168.80.128,216.235.80.67,4,6,64,TCP,33734,443,,0,2925,1568197,65535,,,,,
1017,1740741128.442009485,7356,216.235.80.67,192.168.80.128,4,6,128,TCP,443,33734,,7300,1568197,2925,64240,,,,,
1018,1740741128.442019893,56,192.168.80.128,216.235.80.67,4,6,64,TCP,33734,443,,0,2925,1575497,65535,,,,,
1019,1740741128.442687674,5896,216.235.80.67,192.168.80.128,4,6,128,TLSv1.3,443,33734,,5840,1575497,2925,64240,,,,,True
1020,1740741128.442695566,56,192.168.80.128,216.235.80.67,4,6,64,TCP,33734,443,,0,2925,1581337,65535,,,,,
1021,1740741128.443223604,7356,216.235.80.67,192.168.80.128,4,6,128,TCP,443,33734,,7300,1581337,2925,64240,,,,,
1022,1740741128.443232194,56,192.168.80.128,216.235.80.67,4,6,64,TCP,33734,443,,0,2925,1588637,65535,,,,,
1023,1740741128.443744780,7356,216.235.80.67,192.168.80.128,4,6,128,TLSv1.3,443,33734,,7300,1588637,2925,64240,,,,,True
1024,1740741128.443753094,56,192.168.80.128,216.235.80.67,4,6,64,TCP,33734,443,,0,2925,1595937,65535,,,,,
1025,1740741128.444373824,7356,216.235.80.67,192.168.80.128,4,6,128,TCP,443,33734,,7300,1595937,2925,64240,,,,,
1026,1740741128.444383406,56,192.168.80.128,216.235.80.67,4,6,64,TCP,33734,443,,0,2925,1603237,65535,,,,,
1027,1740741128.444958087,5896,216.235.80.67,192.168.80.128,4,6,128,TCP,443,33734,,5840,1603237,2925,64240,,,,,
1028,1740741128.444966962,56,192.168.80.128,216.235.80.67,4,6,64,TCP,33734,443,,0,2925,1609077,65535,,,,,
1029,1740741128.445514173,7356,216.235.80.67,192.168.80.128,4,6,128,TLSv1.3,443,33734,,7300,1609077,2925,64240,,,,,True
1030,1740741128.445522206,56,192.168.80.128,216.235.80.67,4,6,64,TCP,33734,443,,0,2925,1616377,65535,,,,,
1031,1740741128.446005254,5896,216.235.80.67,192.168.80.128,4,6,128,TCP,443,33734,,5840,1616377,2925,64240,,,,,
1032,1740741128.446013084,56,192.168.80.128,216.235.80.67,4,6,64,TCP,33734,443,,0,2925,1622217,65535,,,,,
1033,1740741128.446652070,7356,216.235.80.67,192.168.80.128,4,6,128,TLSv1.3,443,33734,,7300,1622217,2925,64240,,,,,True
1034,1740741128.446663184,56,192.168.80.128,216.235.80.67,4,6,64,TCP,33734,443,,0,2925,1629517,65535,,,,,
1035,1740741128.447130675,5896,216.235.80.67,192.168.80.128,4,6,128,TCP,443,33734,,5840,1629517,2925,64240,,,,,
1036,1740741128.447138688,56,192.168.80.128,216.235.80.67,4,6,64,TCP,33734,443,,0,2925,1635357,65535,,,,,
1037,1740741128.447739523,7356,216.235.80.67,192.168.80.128,4,6,128,TCP,443,33734,,7300,1635357,2925,64240,,,,,
1038,1740741128.447746823,56,192.168.80.128,216.235.80.67,4,6,64,TCP,33734,443,,0,2925,1642657,65535,,,,,
1039,1740741128.448268417,7356,216.235.80.67,192.168.80.128,4,6,128,TLSv1.3,443,33734,,7300,1642657,2925,64240,,,,,True
1040,1740741128.448273716,56,192.168.80.128,216.235.80.67,4,6,64,TCP,33734,443,,0,2925,1649957,65535,,,,,
1041,1740741128.448995758,7356,216.235.80.67,192.168.80.128,4,6,128,TCP,443,33734,,7300,1649957,2925,64240,,,,,
1042,1740741128.449004335,56,192.168.80.128,216.235.80.67,4,6,64,TCP,33734,443,,0,2925,1657257,65535,,,,,
1043,1740741128.449343682,5896,216.235.80.67,192.168.80.128,4,6,128,TLSv1.3,443,33734,,5840,1657257,2925,64240,,,,,True
1044,1740741128.449350805,56,192.168.80.128,216.235.80.67,4,6,64,TCP,33734,443,,0,2925,1663097,65535,,,,,
1045,1740741128.450043060,7356,216.235.80.67,192.168.80.128,4,6,128,TCP,443,33734,,7300,1663097,2925,64240,,,,,
1046,1740741128.450050017,56,192.168.80.128,216.235.80.67,4,6,64,TCP,33734,443,,0,2925,1670397,65535,,,,,
1047,1740741128.450629391,5896,216.235.80.67,192.168.80.128,4,6,128,TCP,443,33734,,5840,1670397,2925,64240,,,,,
1048,1740741128.450634054,56,192.168.80.128,216.235.80.67,4,6,64,TCP,33734,443,,0,2925,1676237,65535,,,,,
1049,1740741128.451173256,7356,216.235.80.67,192.168.80.128,4,6,128,TLSv1.3,443,33734,,7300,1676237,2925,64240,,,,,True
1050,1740741128.451178503,56,192.168.80.128,216.235.80.67,4,6,64,TCP,33734,443,,0,2925,1683537,65535,,,,,
1051,1740741128.451779617,7356,216.235.80.67,192.168.80.128,4,6,128,TCP,443,33734,,7300,1683537,2925,64240,,,,,
1052,1740741128.452354496,7356,216.235.80.67,192.168.80.128,4,6,128,TLSv1.3,443,33734,,7300,1690837,2925,64240,,,,,True
1053,1740741128.452888507,5896,216.235.80.67,192.168.80.128,4,6,128,TCP,443,33734,,5840,1698137,2925,64240,,,,,
1054,1740741128.453484988,7356,216.235.80.67,192.168.80.128,4,6,128,TLSv1.3,443,33734,,7300,1703977,2925,64240,,,,,True
1055,1740741128.454058722,5896,216.235.80.67,192.168.80.128,4,6,128,TCP,443,33734,,5840,1711277,2925,64240,,,,,
1056,1740741128.454627143,7356,216.235.80.67,192.168.80.128,4,6,128,TCP,443,33734,,7300,1717117,2925,64240,,,,,
1057,1740741128.455140390,5896,216.235.80.67,192.168.80.128,4,6,128,TLSv1.3,443,33734,,5840,1724417,2925,64240,,,,,True
1058,1740741128.455731952,7356,216.235.80.67,192.168.80.128,4,6,128,TCP,443,33734,,7300,1730257,2925,64240,,,,,
1059,1740741128.456293349,5896,216.235.80.67,192.168.80.128,4,6,128,TLSv1.3,443,33734,,5840,1737557,2925,64240,,,,,True
1060,1740741128.456856755,4435,216.235.80.67,192.168.80.128,4,6,128,TCP,443,33734,,4379,1743397,2925,64240,,,,,
1061,1740741128.467466826,374,34.120.208.123,192.168.80.128,4,6,128,TLSv1.2,443,38990,,318,1,7304,64240,,,,,True
1062,1740741128.467477634,56,192.168.80.128,34.120.208.123,4,6,64,TCP,38990,443,,0,7304,319,65535,,,,,
1063,1740741128.467690826,95,192.168.80.128,34.120.208.123,4,6,64,TLSv1.2,38990,443,,39,7304,319,65535,,,,,True
1064,1740741128.467779229,62,34.120.208.123,192.168.80.128,4,6,128,TCP,443,38990,,0,319,7343,64240,,,,,
1065,1740741128.492012102,56,192.168.80.128,216.235.80.67,4,6,64,TCP,33734,443,,0,2925,1747776,65535,,,,,
1066,1740741128.492351922,64295,216.235.80.67,192.168.80.128,4,6,128,TLSv1.3,443,33734,,64239,1747776,2925,64240,,,,,True
1067,1740741128.576060514,56,192.168.80.128,216.235.80.67,4,6,64,TCP,33734,443,,0,2925,1812015,65535,,,,,
1068,1740741128.576377278,64295,216.235.80.67,192.168.80.128,4,6,128,TLSv1.3,443,33734,,64239,1812015,2925,64240,,,,,True
1069,1740741128.676819395,40936,216.235.80.67,192.168.80.128,4,6,128,TCP,443,33734,,40880,1812015,2925,64240,,,,,
1070,1740741128.676842167,56,192.168.80.128,216.235.80.67,4,6,64,TCP,33734,443,,0,2925,1876254,65535,,,,,
1071,1740741128.676902550,8816,216.235.80.67,192.168.80.128,4,6,128,TCP,443,33734,,8760,1852895,2925,64240,,,,,
1072,1740741128.676905380,56,192.168.80.128,216.235.80.67,4,6,64,TCP,33734,443,,0,2925,1876254,65535,,,,,
1073,1740741128.676942335,2976,216.235.80.67,192.168.80.128,4,6,128,TCP,443,33734,,2920,1861655,2925,64240,,,,,
1074,1740741128.676943465,56,192.168.80.128,216.235.80.67,4,6,64,TCP,33734,443,,0,2925,1876254,65535,,,,,
1075,1740741128.677001662,5896,216.235.80.67,192.168.80.128,4,6,128,TCP,443,33734,,5840,1864575,2925,64240,,,,,
1076,1740741128.677003385,56,192.168.80.128,216.235.80.67,4,6,64,TCP,33734,443,,0,2925,1876254,65535,,,,,
1077,1740741128.677049965,5895,216.235.80.67,192.168.80.128,4,6,128,TCP,443,33734,,5839,1870415,2925,64240,,,,,
1078,1740741128.677051579,56,192.168.80.128,216.235.80.67,4,6,64,TCP,33734,443,,0,2925,1876254,65535,,,,,
1079,1740741128.677411315,64295,216.235.80.67,192.168.80.128,4,6,128,TLSv1.3,443,33734,,64239,1876254,2925,64240,,,,,True
1080,1740741128.677424987,56,192.168.80.128,216.235.80.67,4,6,64,TCP,33734,443,,0,2925,1940493,65535,,,,,
1081,1740741128.677748423,64295,216.235.80.67,192.168.80.128,4,6,128,TLSv1.3,443,33734,,64239,1940493,2925,64240,,,,,True
1082,1740741128.677759112,56,192.168.80.128,216.235.80.67,4,6,64,TCP,33734,443,,0,2925,2004732,65535,,,,,
1083,1740741128.678017100,11736,216.235.80.67,192.168.80.128,4,6,128,TLSv1.3,443,33734,,11680,2004732,2925,64240,,,,,True
1084,1740741128.678025741,56,192.168.80.128,216.235.80.67,4,6,64,TCP,33734,443,,0,2925,2016412,65535,,,,,
1085,1740741128.678084266,7356,216.235.80.67,192.168.80.128,4,6,128,TLSv1.3,443,33734,,7300,2016412,2925,64240,,,,,True
1086,1740741128.678086613,56,192.168.80.128,216.235.80.67,4,6,64,TCP,33734,443,,0,2925,2023712,65535,,,,,
1087,1740741128.678122366,1516,216.235.80.67,192.168.80.128,4,6,128,TCP,443,33734,,1460,2023712,2925,64240,,,,,
1088,1740741128.678123753,56,192.168.80.128,216.235.80.67,4,6,64,TCP,33734,443,,0,2925,2025172,65535,,,,,
1089,1740741128.678166109,5896,216.235.80.67,192.168.80.128,4,6,128,TCP,443,33734,,5840,2025172,2925,64240,,,,,
1090,1740741128.678167620,56,192.168.80.128,216.235.80.67,4,6,64,TCP,33734,443,,0,2925,2031012,65535,,,,,
1091,1740741128.678211278,8816,216.235.80.67,192.168.80.128,4,6,128,TLSv1.3,443,33734,,8760,2031012,2925,64240,,,,,True
1092,1740741128.678213203,56,192.168.80.128,216.235.80.67,4,6,64,TCP,33734,443,,0,2925,2039772,65535,,,,,
1093,1740741128.678254568,5896,216.235.80.67,192.168.80.128,4,6,128,TCP,443,33734,,5840,2039772,2925,64240,,,,,
1094,1740741128.678256075,56,192.168.80.128,216.235.80.67,4,6,64,TCP,33734,443,,0,2925,2045612,65535,,,,,
1095,1740741128.678308729,7356,216.235.80.67,192.168.80.128,4,6,128,TCP,443,33734,,7300,2045612,2925,64240,,,,,
1096,1740741128.678311217,56,192.168.80.128,216.235.80.67,4,6,64,TCP,33734,443,,0,2925,2052912,65535,,,,,
1097,1740741128.678348735,7356,216.235.80.67,192.168.80.128,4,6,128,TLSv1.3,443,33734,,7300,2052912,2925,64240,,,,,True
1098,1740741128.678350426,56,192.168.80.128,216.235.80.67,4,6,64,TCP,33734,443,,0,2925,2060212,65535,,,,,
1099,1740741128.678394525,5896,216.235.80.67,192.168.80.128,4,6,128,TCP,443,33734,,5840,2060212,2925,64240,,,,,
1100,1740741128.678395993,56,192.168.80.128,216.235.80.67,4,6,64,TCP,33734,443,,0,2925,2066052,65535,,,,,
1101,1740741128.678432264,2975,216.235.80.67,192.168.80.128,4,6,128,TCP,443,33734,,2919,2066052,2925,64240,,,,,
1102,1740741128.678434436,56,192.168.80.128,216.235.80.67,4,6,64,TCP,33734,443,,0,2925,2068971,65535,,,,,
1103,1740741128.678586971,7356,216.235.80.67,192.168.80.128,4,6,128,TLSv1.3,443,33734,,7300,2068971,2925,64240,,,,,True
1104,1740741128.678589716,56,192.168.80.128,216.235.80.67,4,6,64,TCP,33734,443,,0,2925,2076271,65535,,,,,
1105,1740741128.678662801,56995,216.235.80.67,192.168.80.128,4,6,128,TLSv1.3,443,33734,,56939,2076271,2925,64240,,,,,True
1106,1740741128.678669358,56,192.168.80.128,216.235.80.67,4,6,64,TCP,33734,443,,0,2925,2133210,65535,,,,,
1107,1740741128.678715457,1516,216.235.80.67,192.168.80.128,4,6,128,TCP,443,33734,,1460,2133210,2925,64240,,,,,
1108,1740741128.678716950,56,192.168.80.128,216.235.80.67,4,6,64,TCP,33734,443,,0,2925,2134670,65535,,,,,
1109,1740741128.678770441,5896,216.235.80.67,192.168.80.128,4,6,128,TLSv1.3,443,33734,,5840,2134670,2925,64240,,,,,True
1110,1740741128.679065095,58455,216.235.80.67,192.168.80.128,4,6,128,TLSv1.3,443,33734,,58399,2140510,2925,64240,,,,,True
1111,1740741128.719071766,56,192.168.80.128,216.235.80.67,4,6,64,TCP,33734,443,,0,2925,2198909,65535,,,,,
1112,1740741128.719544333,64295,216.235.80.67,192.168.80.128,4,6,128,TLSv1.3,443,33734,,64239,2198909,2925,64240,,,,,True
1113,1740741128.800154889,56,192.168.80.128,216.235.80.67,4,6,64,TCP,33734,443,,0,2925,2263148,65535,,,,,
1114,1740741128.800700138,64295,216.235.80.67,192.168.80.128,4,6,128,TLSv1.3,443,33734,,64239,2263148,2925,64240,,,,,True
1115,1740741128.904161253,56,192.168.80.128,216.235.80.67,4,6,64,TCP,33734,443,,0,2925,2327387,65535,,,,,
1116,1740741128.904892649,64295,216.235.80.67,192.168.80.128,4,6,128,TLSv1.3,443,33734,,64239,2327387,2925,64240,,,,,True
1117,1740741128.976022388,56,192.168.80.128,216.235.80.67,4,6,64,TCP,33734,443,,0,2925,2391626,65535,,,,,
1118,1740741128.976433606,64295,216.235.80.67,192.168.80.128,4,6,128,TLSv1.3,443,33734,,64239,2391626,2925,64240,,,,,True
1119,1740741129.080027072,56,192.168.80.128,216.235.80.67,4,6,64,TCP,33734,443,,0,2925,2455865,65535,,,,,
1120,1740741129.080400286,64295,216.235.80.67,192.168.80.128,4,6,128,TLSv1.3,443,33734,,64239,2455865,2925,64240,,,,,True
1121,1740741129.101105452,56,192.168.80.128,216.235.80.67,4,6,64,TCP,33734,443,,0,2925,2520104,65535,,,,,
1122,1740741129.101372631,64295,216.235.80.67,192.168.80.128,4,6,128,TLSv1.3,443,33734,,64239,2520104,2925,64240,,,,,True
1123,1740741129.143083474,56,192.168.80.128,216.235.80.67,4,6,64,TCP,33734,443,,0,2925,2584343,65535,,,,,
1124,1740741129.143431409,64295,216.235.80.67,192.168.80.128,4,6,128,TLSv1.3,443,33734,,64239,2584343,2925,64240,,,,,True
1125,1740741129.232132653,56,192.168.80.128,216.235.80.67,4,6,64,TCP,33734,443,,0,2925,2648582,65535,,,,,
1126,1740741129.232771343,64295,216.235.80.67,192.168.80.128,4,6,128,TLSv1.3,443,33734,,64239,2648582,2925,64240,,,,,True
1127,1740741129.260652542,95,192.168.80.128,146.75.123.42,4,6,64,TLSv1.2,43118,443,,39,1,1,65275,,,,,True
1128,1740741129.260889289,62,146.75.123.42,192.168.80.128,4,6,128,TCP,443,43118,,0,1,40,64240,,,,,
1129,1740741129.261140957,1052,192.168.80.128,142.250.75.174,4,17,64,QUIC,36166,443,1016,,,,,1008,,,True,
1130,1740741129.290066294,75,142.250.75.174,192.168.80.128,4,17,128,QUIC,443,36166,39,,,,,31,,,True,
1131,1740741129.290211881,75,192.168.80.128,142.250.75.174,4,17,64,QUIC,36166,443,39,,,,,31,,,True,
1132,1740741129.315325315,95,146.75.123.42,192.168.80.128,4,6,128,TLSv1.2,443,43118,,39,1,40,64240,,,,,True
1133,1740741129.315359647,56,192.168.80.128,146.75.123.42,4,6,64,TCP,43118,443,,0,40,40,65275,,,,,
1134,1740741129.320635499,355,142.250.75.174,192.168.80.128,4,17,128,QUIC,443,36166,319,,,,,311,,,True,
1135,1740741129.320950443,85,192.168.80.128,142.250.75.174,4,17,64,QUIC,36166,443,49,,,,,41,,,True,
1136,1740741129.321239161,68,142.250.75.174,192.168.80.128,4,17,128,QUIC,443,36166,32,,,,,24,,,True,
1137,1740741129.324498267,75,142.250.75.174,192.168.80.128,4,17,128,QUIC,443,36166,39,,,,,31,,,True,
1138,1740741129.324987438,75,192.168.80.128,142.250.75.174,4,17,64,QUIC,36166,443,39,,,,,31,,,True,
1139,1740741129.336073072,56,192.168.80.128,216.235.80.67,4,6,64,TCP,33734,443,,0,2925,2712821,65535,,,,,
1140,1740741129.336403930,64295,216.235.80.67,192.168.80.128,4,6,128,TLSv1.3,443,33734,,64239,2712821,2925,64240,,,,,True
1141,1740741129.432079635,56,192.168.80.128,216.235.80.67,4,6,64,TCP,33734,443,,0,2925,2777060,65535,,,,,
1142,1740741129.432536433,64295,216.235.80.67,192.168.80.128,4,6,128,TLSv1.3,443,33734,,64239,2777060,2925,64240,,,,,True
1143,1740741129.534087118,64295,216.235.80.67,192.168.80.128,4,6,128,TCP,443,33734,,64239,2777060,2925,64240,,,,,
1144,1740741129.534122342,56,192.168.80.128,216.235.80.67,4,6,64,TCP,33734,443,,0,2925,2841299,65535,,,,,
1145,1740741129.534610246,64295,216.235.80.67,192.168.80.128,4,6,128,TLSv1.3,443,33734,,64239,2841299,2925,64240,,,,,True
1146,1740741129.534628762,56,192.168.80.128,216.235.80.67,4,6,64,TCP,33734,443,,0,2925,2905538,65535,,,,,
1147,1740741129.535167940,64295,216.235.80.67,192.168.80.128,4,6,128,TLSv1.3,443,33734,,64239,2905538,2925,64240,,,,,True
1148,1740741129.535188490,56,192.168.80.128,216.235.80.67,4,6,64,TCP,33734,443,,0,2925,2969777,65535,,,,,
1149,1740741129.536039861,64295,216.235.80.67,192.168.80.128,4,6,128,TLSv1.3,443,33734,,64239,2969777,2925,64240,,,,,True
1150,1740741129.536082098,56,192.168.80.128,216.235.80.67,4,6,64,TCP,33734,443,,0,2925,3034016,65535,,,,,
1151,1740741129.536459682,64295,216.235.80.67,192.168.80.128,4,6,128,TLSv1.3,443,33734,,64239,3034016,2925,64240,,,,,True
1152,1740741129.536482613,56,192.168.80.128,216.235.80.67,4,6,64,TCP,33734,443,,0,2925,3098255,65535,,,,,
1153,1740741129.536908520,64295,216.235.80.67,192.168.80.128,4,6,128,TLSv1.3,443,33734,,64239,3098255,2925,64240,,,,,True
1154,1740741129.536923629,56,192.168.80.128,216.235.80.67,4,6,64,TCP,33734,443,,0,2925,3162494,65535,,,,,
1155,1740741129.537259902,64295,216.235.80.67,192.168.80.128,4,6,128,TLSv1.3,443,33734,,64239,3162494,2925,64240,,,,,True
1156,1740741129.578046128,56,192.168.80.128,216.235.80.67,4,6,64,TCP,33734,443,,0,2925,3226733,65535,,,,,
1157,1740741129.578695135,64295,216.235.80.67,192.168.80.128,4,6,128,TLSv1.3,443,33734,,64239,3226733,2925,64240,,,,,True
1158,1740741129.664024864,56,192.168.80.128,216.235.80.67,4,6,64,TCP,33734,443,,0,2925,3290972,65535,,,,,
1159,1740741129.664373175,64295,216.235.80.67,192.168.80.128,4,6,128,TLSv1.3,443,33734,,64239,3290972,2925,64240,,,,,True
1160,1740741129.700360178,80,192.168.80.128,216.235.80.67,4,6,64,TLSv1.3,35680,443,,24,1991,5616,65535,,,,,True
1161,1740741129.700513111,56,192.168.80.128,216.235.80.67,4,6,64,TCP,35680,443,,0,2015,5616,65535,,,,,
1162,1740741129.700783184,62,216.235.80.67,192.168.80.128,4,6,128,TCP,443,35680,,0,5616,2015,64240,,,,,
1163,1740741129.700837840,62,216.235.80.67,192.168.80.128,4,6,128,TCP,443,35680,,0,5616,2016,64239,,,,,
1164,1740741129.768052698,56,192.168.80.128,216.235.80.67,4,6,64,TCP,33734,443,,0,2925,3355211,65535,,,,,
1165,1740741129.768823462,64295,216.235.80.67,192.168.80.128,4,6,128,TLSv1.3,443,33734,,64239,3355211,2925,64240,,,,,True
1166,1740741129.848082574,56,192.168.80.128,216.235.80.67,4,6,64,TCP,33734,443,,0,2925,3419450,65535,,,,,
1167,1740741129.848661488,64295,216.235.80.67,192.168.80.128,4,6,128,TLSv1.3,443,33734,,64239,3419450,2925,64240,,,,,True
1168,1740741129.864807482,80,216.235.80.67,192.168.80.128,4,6,128,TLSv1.3,443,35680,,24,5616,2016,64239,,,,,True
1169,1740741129.864826639,56,192.168.80.128,216.235.80.67,4,6,64,TCP,35680,443,,0,2016,0,0,,,,,
1170,1740741129.952146748,56,192.168.80.128,216.235.80.67,4,6,64,TCP,33734,443,,0,2925,3483689,65535,,,,,
1171,1740741129.952514757,64295,216.235.80.67,192.168.80.128,4,6,128,TLSv1.3,443,33734,,64239,3483689,2925,64240,,,,,True
1172,1740741130.013021846,56,192.168.80.128,216.235.80.67,4,6,64,TCP,33734,443,,0,2925,3547928,65535,,,,,
1173,1740741130.013653721,64295,216.235.80.67,192.168.80.128,4,6,128,TLSv1.3,443,33734,,64239,3547928,2925,64240,,,,,True
1174,1740741130.116930966,64295,216.235.80.67,192.168.80.128,4,6,128,TCP,443,33734,,64239,3547928,2925,64240,,,,,
1175,1740741130.116958659,56,192.168.80.128,216.235.80.67,4,6,64,TCP,33734,443,,0,2925,3612167,65535,,,,,
1176,1740741130.117308034,64295,216.235.80.67,192.168.80.128,4,6,128,TLSv1.3,443,33734,,64239,3612167,2925,64240,,,,,True
1177,1740741130.158062212,56,192.168.80.128,216.235.80.67,4,6,64,TCP,33734,443,,0,2925,3676406,65535,,,,,
1178,1740741130.158318981,17576,216.235.80.67,192.168.80.128,4,6,128,TLSv1.3,443,33734,,17520,3676406,2925,64240,,,,,True
1179,1740741130.158388126,46775,216.235.80.67,192.168.80.128,4,6,128,TLSv1.3,443,33734,,46719,3693926,2925,64240,,,,,True
1180,1740741130.219019311,56,192.168.80.128,216.235.80.67,4,6,64,TCP,33734,443,,0,2925,3740645,65535,,,,,
1181,1740741130.219322075,64295,216.235.80.67,192.168.80.128,4,6,128,TLSv1.3,443,33734,,64239,3740645,2925,64240,,,,,True
1182,1740741130.320041491,56,192.168.80.128,216.235.80.67,4,6,64,TCP,33734,443,,0,2925,3804884,65535,,,,,
1183,1740741130.320442682,52616,216.235.80.67,192.168.80.128,4,6,128,TCP,443,33734,,52560,3740645,2925,64240,,,,,
1184,1740741130.320461230,56,192.168.80.128,216.235.80.67,4,6,64,TCP,33734,443,,0,2925,3804884,65535,,,,,
1185,1740741130.320606091,11735,216.235.80.67,192.168.80.128,4,6,128,TCP,443,33734,,11679,3793205,2925,64240,,,,,
1186,1740741130.320615911,56,192.168.80.128,216.235.80.67,4,6,64,TCP,33734,443,,0,2925,3804884,65535,,,,,
1187,1740741130.320668488,42396,216.235.80.67,192.168.80.128,4,6,128,TLSv1.3,443,33734,,42340,3804884,2925,64240,,,,,True
1188,1740741130.320717883,16116,216.235.80.67,192.168.80.128,4,6,128,TLSv1.3,443,33734,,16060,3847224,2925,64240,,,,,True
1189,1740741130.320761921,5895,216.235.80.67,192.168.80.128,4,6,128,TCP,443,33734,,5839,3863284,2925,64240,,,,,
