,timestamp,packet_length,ip_src,ip_dst,ip_version,ip_proto,ip_ttl,protocol,src_port,dst_port,udp_length,tcp_payload_size,tcp_seq,tcp_ack_flag,tcp_window_size,quic_length,quic_pkt_number,quic_frame,quic_header_encrypted,tls_header_encrypted
3675,1740741280.658846268,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3676,1740741280.658846286,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3677,1740741280.658867303,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3678,1740741280.658867330,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3679,1740741280.658867355,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3680,1740741280.658867372,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3681,1740741280.658867395,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3682,1740741280.658867414,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3683,1740741280.658867431,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3684,1740741280.658867447,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3685,1740741280.658895040,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3686,1740741280.658895062,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3687,1740741280.658895081,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3688,1740741280.658895102,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3689,1740741280.658895120,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3690,1740741280.658939357,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3691,1740741280.658939376,559,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,523,,,,,515,,,True,
3692,1740741280.658975853,1289,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1253,,,,,1245,,,True,
3693,1740741280.658975872,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3694,1740741280.658975890,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3695,1740741280.658975907,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3696,1740741280.658975924,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3697,1740741280.658975940,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3698,1740741280.658975957,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3699,1740741280.658975974,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3700,1740741280.658983547,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3701,1740741280.658983573,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3702,1740741280.658983591,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3703,1740741280.658983609,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3704,1740741280.658983626,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3705,1740741280.658983643,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3706,1740741280.658983660,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3707,1740741280.658983676,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3708,1740741280.659010038,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3709,1740741280.659010058,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3710,1740741280.659047315,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3711,1740741280.659047335,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3712,1740741280.659047352,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3713,1740741280.659047369,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3714,1740741280.659047386,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3715,1740741280.659047403,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3716,1740741280.659047420,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3717,1740741280.659047443,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3718,1740741280.659060474,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3719,1740741280.659060491,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3720,1740741280.659060508,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3721,1740741280.659060525,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3722,1740741280.659060540,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3723,1740741280.659060556,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3724,1740741280.659060572,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3725,1740741280.659060587,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3726,1740741280.659076500,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3727,1740741280.659076518,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3728,1740741280.659076534,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3729,1740741280.659076550,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3730,1740741280.659076564,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3731,1740741280.659076581,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3732,1740741280.659076596,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3733,1740741280.659076613,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3734,1740741280.659087082,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3735,1740741280.659087100,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3736,1740741280.659124487,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3737,1740741280.659124505,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3738,1740741280.659124527,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3739,1740741280.659124546,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3740,1740741280.659124563,87,35.186.224.24,192.168.80.128,4,6,128,TLSv1.3,443,56366,,31,4084,2534,64240,,,,,True
3741,1740741280.659166808,674,35.186.224.24,192.168.80.128,4,6,128,TLSv1.3,443,56364,,618,3466,2082,64240,,,,,True
3742,1740741280.659166826,1296,35.186.224.24,192.168.80.128,4,17,128,QUIC,443,46507,1260,,,,,132,6,CRYPTO,False,
3743,1740741280.659166848,1296,35.186.224.24,192.168.80.128,4,17,128,QUIC,443,46507,1260,,,,,1252,,,True,
3744,1740741280.659166864,1292,35.186.224.24,192.168.80.128,4,17,128,QUIC,443,46507,1256,,,,,1206,,,True,
3745,1740741280.659166881,97,35.186.224.24,192.168.80.128,4,17,128,QUIC,443,46507,61,,,,,53,,,True,
3746,1740741280.659166903,383,35.186.224.24,192.168.80.128,4,6,128,TLSv1.3,443,56320,,327,5928,3350,64240,,,,,True
3747,1740741280.659202720,72,142.250.75.132,192.168.80.128,4,17,128,QUIC,443,45913,36,,,,,28,,,True,
3748,1740741280.661477098,77,192.168.80.128,142.250.75.131,4,17,64,QUIC,60548,443,41,,,,,33,,,True,
3749,1740741280.663717627,86,192.168.80.128,35.186.224.24,4,17,64,QUIC,46507,443,50,,,,,42,,,True,
3750,1740741280.664230507,80,192.168.80.128,35.186.224.24,4,6,64,TLSv1.3,56364,443,,24,2082,4084,64311,,,,,True
3751,1740741280.664363035,56,192.168.80.128,35.186.224.24,4,6,64,TCP,56364,443,,0,2106,4084,64311,,,,,
3752,1740741280.664569182,62,35.186.224.24,192.168.80.128,4,6,128,TCP,443,56364,,0,4084,2106,64240,,,,,
3753,1740741280.664569332,62,35.186.224.24,192.168.80.128,4,6,128,TCP,443,56364,,0,4084,2107,64239,,,,,
3754,1740741280.664606853,95,192.168.80.128,35.186.224.24,4,6,64,TLSv1.3,56320,443,,39,3350,6255,62780,,,,,True
3755,1740741280.664698656,62,35.186.224.24,192.168.80.128,4,6,128,TCP,443,56320,,0,6255,3389,64240,,,,,
3756,1740741280.668389514,175,192.168.80.128,35.186.224.24,4,17,64,QUIC,46507,443,139,,,,,76,,,True,
3757,1740741280.668515897,109,192.168.80.128,35.186.224.24,4,17,64,QUIC,46507,443,73,,,,,65,,,True,
3758,1740741280.668606539,95,192.168.80.128,35.186.224.24,4,6,64,TLSv1.3,56320,443,,39,3389,6255,62780,,,,,True
3759,1740741280.668693289,62,35.186.224.24,192.168.80.128,4,6,128,TCP,443,56320,,0,6255,3428,64240,,,,,
3760,1740741280.669316434,80,192.168.80.128,35.186.224.24,4,6,64,TLSv1.3,56320,443,,24,3428,6255,62780,,,,,True
3761,1740741280.669382217,56,192.168.80.128,35.186.224.24,4,6,64,TCP,56320,443,,0,3452,6255,62780,,,,,
3762,1740741280.669436395,62,35.186.224.24,192.168.80.128,4,6,128,TCP,443,56320,,0,6255,3452,64240,,,,,
3763,1740741280.669509620,62,35.186.224.24,192.168.80.128,4,6,128,TCP,443,56320,,0,6255,3453,64239,,,,,
3764,1740741280.672354711,1296,35.186.224.24,192.168.80.128,4,17,128,QUIC,443,46507,1260,,,,,138,12,ACK,False,
3765,1740741280.672354790,87,35.186.224.24,192.168.80.128,4,6,128,TLSv1.3,443,56364,,31,4084,2107,64239,,,,,True
3766,1740741280.672354807,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3767,1740741280.672354824,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3768,1740741280.672354840,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3769,1740741280.672354857,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3770,1740741280.672354875,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3771,1740741280.672354892,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3772,1740741280.672372277,56,192.168.80.128,35.186.224.24,4,6,64,TCP,56364,443,,0,2107,0,0,,,,,
3773,1740741280.672399543,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3774,1740741280.672399571,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3775,1740741280.672399594,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3776,1740741280.672399610,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3777,1740741280.672399633,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3778,1740741280.672399650,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3779,1740741280.672399665,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3780,1740741280.672399681,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3781,1740741280.672418579,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3782,1740741280.672418601,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3783,1740741280.672418623,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3784,1740741280.672418638,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3785,1740741280.672418655,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3786,1740741280.672418671,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3787,1740741280.672418687,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3788,1740741280.672418710,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3789,1740741280.672424465,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3790,1740741280.672424484,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3791,1740741280.672424501,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3792,1740741280.672424517,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3793,1740741280.672424533,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3794,1740741280.672424548,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3795,1740741280.672424565,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3796,1740741280.672424588,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3797,1740741280.672444586,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3798,1740741280.672444608,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3799,1740741280.672444629,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3800,1740741280.672444650,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3801,1740741280.672444667,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3802,1740741280.672444682,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3803,1740741280.672444698,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3804,1740741280.672444714,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3805,1740741280.672451700,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3806,1740741280.672451719,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3807,1740741280.672451735,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3808,1740741280.672451751,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3809,1740741280.672451767,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3810,1740741280.672451783,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3811,1740741280.672451798,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3812,1740741280.672451814,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3813,1740741280.672473810,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3814,1740741280.672473833,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3815,1740741280.672473854,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3816,1740741280.672473875,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3817,1740741280.672473896,1296,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,1260,,,,,1252,,,True,
3818,1740741280.672473918,482,142.250.75.131,192.168.80.128,4,17,128,QUIC,443,60548,446,,,,,438,,,True,
3819,1740741280.672473939,62,35.186.224.24,192.168.80.128,4,6,128,TCP,443,56364,,0,4115,2107,64239,,,,,
3820,1740741280.672479078,56,192.168.80.128,35.186.224.24,4,6,64,TCP,56364,443,,0,2107,0,0,,,,,
3821,1740741280.673851476,78,192.168.80.128,142.250.75.131,4,17,64,QUIC,60548,443,42,,,,,34,,,True,
3822,1740741280.673947484,127,192.168.80.128,35.186.224.24,4,17,64,QUIC,46507,443,91,,,,,83,,,True,
3823,1740741280.675889282,71,146.75.122.251,192.168.80.128,4,17,128,QUIC,443,40393,35,,,,,27,,,True,
3824,1740741280.675891373,615,35.186.224.24,192.168.80.128,4,17,128,QUIC,443,46507,579,,,,,571,,,True,
3825,1740741280.675891396,168,35.186.224.24,192.168.80.128,4,17,128,QUIC,443,46507,132,,,,,124,,,True,
3826,1740741280.675891417,70,35.186.224.24,192.168.80.128,4,17,128,QUIC,443,46507,34,,,,,26,,,True,
3827,1740741280.675891437,1130,146.75.122.251,192.168.80.128,4,17,128,QUIC,443,40393,1094,,,,,1086,,,True,
3828,1740741280.675891454,1324,146.75.122.251,192.168.80.128,4,17,128,QUIC,443,40393,1288,,,,,1280,,,True,
3829,1740741280.675891471,153,146.75.122.251,192.168.80.128,4,17,128,QUIC,443,40393,117,,,,,109,,,True,
3830,1740741280.676739952,62,35.186.224.24,192.168.80.128,4,6,128,TCP,443,56320,,0,6255,3453,64239,,,,,
3831,1740741280.676751560,56,192.168.80.128,35.186.224.24,4,6,64,TCP,56320,443,,0,3453,6256,62780,,,,,
3832,1740741280.678107516,85,192.168.80.128,146.75.122.251,4,17,64,QUIC,40393,443,49,,,,,41,,,True,
3833,1740741280.678489190,75,192.168.80.128,35.186.224.24,4,17,64,QUIC,46507,443,39,,,,,31,,,True,
3834,1740741280.689014670,329,192.168.80.128,146.75.122.251,4,17,64,QUIC,40393,443,293,,,,,285,,,True,
3835,1740741280.693756409,328,192.168.80.128,146.75.122.251,4,17,64,QUIC,40393,443,292,,,,,284,,,True,
3836,1740741280.694244018,1468,142.250.75.35,192.168.80.128,4,6,128,TLSv1.2,443,43160,,1412,1,1903,64240,,,,,True
3837,1740741280.694259646,56,192.168.80.128,142.250.75.35,4,6,64,TCP,43160,443,,0,1903,1413,65535,,,,,
3838,1740741280.698063206,2880,142.250.75.35,192.168.80.128,4,6,128,TCP,443,43160,,2824,1413,1903,64240,,,,,
3839,1740741280.698063249,5277,142.250.75.35,192.168.80.128,4,6,128,TLSv1.2,443,43158,,5221,1,1903,64240,,,,,True
3840,1740741280.698077518,56,192.168.80.128,142.250.75.35,4,6,64,TCP,43160,443,,0,1903,4237,65535,,,,,
3841,1740741280.698107325,56,192.168.80.128,142.250.75.35,4,6,64,TCP,43158,443,,0,1903,5222,65535,,,,,
3842,1740741280.698153164,1296,142.250.75.35,192.168.80.128,4,17,128,QUIC,443,38139,1260,,,,,1252,,,True,
3843,1740741280.698153182,1296,142.250.75.35,192.168.80.128,4,17,128,QUIC,443,38139,1260,,,,,1252,,,True,
3844,1740741280.698153204,1296,142.250.75.35,192.168.80.128,4,17,128,QUIC,443,38139,1260,,,,,1252,,,True,
3845,1740741280.698153221,579,142.250.75.35,192.168.80.128,4,17,128,QUIC,443,38139,543,,,,,535,,,True,
3846,1740741280.698153237,88,142.250.75.35,192.168.80.128,4,17,128,QUIC,443,38139,52,,,,,44,,,True,
3847,1740741280.698153254,1042,142.250.75.35,192.168.80.128,4,6,128,TLSv1.3,443,43160,,986,4237,1903,64240,,,,,True
3848,1740741280.698160107,56,192.168.80.128,142.250.75.35,4,6,64,TCP,43160,443,,0,1903,5223,65535,,,,,
3849,1740741280.698269956,1296,192.168.80.128,146.75.122.251,4,17,64,QUIC,40393,443,1260,,,,,1252,,,True,
3850,1740741280.698315870,425,192.168.80.128,146.75.122.251,4,17,64,QUIC,40393,443,389,,,,,381,,,True,
3851,1740741280.700348006,86,192.168.80.128,142.250.75.35,4,17,64,QUIC,38139,443,50,,,,,42,,,True,
3852,1740741280.701007541,56,192.168.80.128,35.186.224.24,4,6,64,TCP,56366,443,,0,2534,4115,65535,,,,,
3853,1740741280.703865527,120,192.168.80.128,142.250.75.35,4,6,64,TLSv1.3,43158,443,,64,1903,5222,65535,,,,,True
3854,1740741280.704005648,62,142.250.75.35,192.168.80.128,4,6,128,TCP,443,43158,,0,5222,1967,64240,,,,,
3855,1740741280.704769299,148,192.168.80.128,142.250.75.35,4,6,64,TLSv1.3,43158,443,,92,1967,5222,65535,,,,,True
3856,1740741280.704908044,62,142.250.75.35,192.168.80.128,4,6,128,TCP,443,43158,,0,5222,2059,64240,,,,,
3857,1740741280.705928945,617,192.168.80.128,146.75.122.251,4,17,64,QUIC,40393,443,581,,,,,573,,,True,
3858,1740741280.707895007,509,35.186.224.24,192.168.80.128,4,6,128,TLSv1.3,443,56366,,453,4115,2534,64240,,,,,True
3859,1740741280.707895162,112,142.250.75.35,192.168.80.128,4,17,128,QUIC,443,38139,76,,,,,68,,,True,
3860,1740741280.707905609,56,192.168.80.128,35.186.224.24,4,6,64,TCP,56366,443,,0,2534,4568,65535,,,,,
3861,1740741280.708042275,672,142.250.75.35,192.168.80.128,4,6,128,TLSv1.3,443,43158,,616,5222,2059,64240,,,,,True
3862,1740741280.708211043,169,192.168.80.128,142.250.75.35,4,17,64,QUIC,38139,443,133,,,,,76,,,True,
3863,1740741280.708299302,106,192.168.80.128,142.250.75.35,4,17,64,QUIC,38139,443,70,,,,,62,,,True,
3864,1740741280.708571479,87,192.168.80.128,142.250.75.35,4,6,64,TLSv1.3,43158,443,,31,2059,5838,65535,,,,,True
3865,1740741280.708643104,62,142.250.75.35,192.168.80.128,4,6,128,TCP,443,43158,,0,5838,2090,64240,,,,,
3866,1740741280.710033288,83,192.168.80.128,142.250.75.35,4,17,64,QUIC,38139,443,47,,,,,39,,,True,
3867,1740741280.711422535,120,192.168.80.128,142.250.75.35,4,6,64,TLSv1.3,43160,443,,64,1903,5223,65535,,,,,True
3868,1740741280.711483177,661,142.250.75.35,192.168.80.128,4,17,128,QUIC,443,38139,625,,,,,617,,,True,
3869,1740741280.711517484,62,142.250.75.35,192.168.80.128,4,6,128,TCP,443,43160,,0,5223,1967,64240,,,,,
3870,1740741280.712650301,168,142.250.75.35,192.168.80.128,4,17,128,QUIC,443,38139,132,,,,,124,,,True,
3871,1740741280.712650384,70,142.250.75.35,192.168.80.128,4,17,128,QUIC,443,38139,34,,,,,26,,,True,
3872,1740741280.712778228,87,142.250.75.35,192.168.80.128,4,6,128,TLSv1.3,443,43158,,31,5838,2090,64240,,,,,True
3873,1740741280.714517081,95,192.168.80.128,35.186.224.24,4,6,64,TLSv1.3,56366,443,,39,2534,4568,65535,,,,,True
3874,1740741280.714667544,62,35.186.224.24,192.168.80.128,4,6,128,TCP,443,56366,,0,4568,2573,64240,,,,,
3875,1740741280.716063772,672,142.250.75.35,192.168.80.128,4,6,128,TLSv1.3,443,43160,,616,5223,1967,64240,,,,,True
3876,1740741280.718263034,1296,192.168.80.128,146.75.122.251,4,17,64,QUIC,40393,443,1260,,,,,1252,,,True,
3877,1740741280.718439559,198,192.168.80.128,146.75.122.251,4,17,64,QUIC,40393,443,162,,,,,154,,,True,
3878,1740741280.718715882,585,192.168.80.128,35.186.224.24,4,6,64,TLSv1.3,56366,443,,529,2573,4568,65535,,,,,True
3879,1740741280.718802282,62,35.186.224.24,192.168.80.128,4,6,128,TCP,443,56366,,0,4568,3102,64240,,,,,
3880,1740741280.718860882,334,192.168.80.128,146.75.122.251,4,17,64,QUIC,40393,443,298,,,,,290,,,True,
3881,1740741280.722118571,75,192.168.80.128,142.250.75.35,4,17,64,QUIC,38139,443,39,,,,,31,,,True,
3882,1740741280.722216355,165,192.168.80.128,142.250.75.35,4,6,64,TLSv1.3,43160,443,,109,1967,5839,65535,,,,,True
3883,1740741280.722298570,62,142.250.75.35,192.168.80.128,4,6,128,TCP,443,43160,,0,5839,2076,64240,,,,,
3884,1740741280.724051848,1296,192.168.80.128,35.186.224.24,4,17,64,QUIC,33705,443,1260,,,,,1252,0,CRYPTO,False,
3885,1740741280.724124721,1296,192.168.80.128,35.186.224.24,4,17,64,QUIC,33705,443,1260,,,,,903,1,CRYPTO,False,
3886,1740741280.725163884,80,192.168.80.128,142.250.75.35,4,6,64,TLSv1.3,43160,443,,24,2076,5839,65535,,,,,True
3887,1740741280.725235535,56,192.168.80.128,142.250.75.35,4,6,64,TCP,43160,443,,0,2100,5839,65535,,,,,
3888,1740741280.725269734,62,142.250.75.35,192.168.80.128,4,6,128,TCP,443,43160,,0,5839,2100,64240,,,,,
3889,1740741280.725326633,62,142.250.75.35,192.168.80.128,4,6,128,TCP,443,43160,,0,5839,2101,64239,,,,,
3890,1740741280.725566531,1296,192.168.80.128,146.75.122.251,4,17,64,QUIC,40393,443,1260,,,,,1252,,,True,
3891,1740741280.725622223,213,192.168.80.128,146.75.122.251,4,17,64,QUIC,40393,443,177,,,,,169,,,True,
3892,1740741280.725751329,600,192.168.80.128,146.75.122.251,4,17,64,QUIC,40393,443,564,,,,,556,,,True,
3893,1740741280.730549499,87,142.250.75.35,192.168.80.128,4,6,128,TLSv1.3,443,43160,,31,5839,2101,64239,,,,,True
3894,1740741280.730549653,87,35.186.224.24,192.168.80.128,4,17,128,QUIC,443,33705,51,,,,,43,1,ACK,False,
3895,1740741280.730567632,56,192.168.80.128,142.250.75.35,4,6,64,TCP,43160,443,,0,2101,0,0,,,,,
3896,1740741280.731531177,1296,35.186.224.24,192.168.80.128,4,17,128,QUIC,443,33705,1260,,,,,1252,2,ACK,False,
3897,1740741280.734634666,581,192.168.80.128,146.75.122.251,4,17,64,QUIC,40393,443,545,,,,,537,,,True,
