,timestamp,packet_length,ip_src,ip_dst,ip_version,ip_proto,ip_ttl,protocol,src_port,dst_port,udp_length,quic_length,quic_pkt_number,quic_frame,quic_header_encrypted,tcp_payload_size,tcp_seq,tcp_ack_flag,tcp_window_size,tls_header_encrypted
3373,1740822988.520732250,56,192.168.80.128,185.15.59.224,4,6,64,TCP,46994,443,,,,,,0,16741,462855,65535,
3374,1740822988.522070587,4436,185.15.59.224,192.168.80.128,4,6,128,TLSv1.3,443,46994,,,,,,4380,462855,16741,64240,True
3375,1740822988.522079830,56,192.168.80.128,185.15.59.224,4,6,64,TCP,46994,443,,,,,,0,16741,467235,65535,
3376,1740822988.526585906,13196,185.15.59.224,192.168.80.128,4,6,128,TCP,443,46994,,,,,,13140,467235,16741,64240,
3377,1740822988.526605699,56,192.168.80.128,185.15.59.224,4,6,64,TCP,46994,443,,,,,,0,16741,480375,65535,
3378,1740822988.531025728,399,192.168.80.128,185.15.59.224,4,6,64,TLSv1.3,46994,443,,,,,,343,16741,480375,65535,True
3379,1740822988.531122649,162,192.168.80.128,185.15.59.240,4,6,64,TLSv1.3,38312,443,,,,,,106,8029,423857,65535,True
3380,1740822988.531151321,220,192.168.80.128,185.15.59.240,4,6,64,TLSv1.3,38312,443,,,,,,164,8135,423857,65535,True
3381,1740822988.531196138,163,192.168.80.128,185.15.59.240,4,6,64,TLSv1.3,38312,443,,,,,,107,8299,423857,65535,True
3382,1740822988.531344212,62,185.15.59.224,192.168.80.128,4,6,128,TCP,443,46994,,,,,,0,480375,17084,64240,
3383,1740822988.531344253,62,185.15.59.240,192.168.80.128,4,6,128,TCP,443,38312,,,,,,0,423857,8135,64240,
3384,1740822988.531344282,62,185.15.59.240,192.168.80.128,4,6,128,TCP,443,38312,,,,,,0,423857,8299,64240,
3385,1740822988.531344301,62,185.15.59.240,192.168.80.128,4,6,128,TCP,443,38312,,,,,,0,423857,8406,64240,
3386,1740822988.534421817,26336,185.15.59.224,192.168.80.128,4,6,128,TLSv1.3,443,46994,,,,,,26280,480375,17084,64240,True
3387,1740822988.534455601,56,192.168.80.128,185.15.59.224,4,6,64,TCP,46994,443,,,,,,0,17084,506655,65535,
3388,1740822988.535694869,5896,185.15.59.224,192.168.80.128,4,6,128,TCP,443,46994,,,,,,5840,506655,17084,64240,
3389,1740822988.535713741,56,192.168.80.128,185.15.59.224,4,6,64,TCP,46994,443,,,,,,0,17084,512495,65535,
3390,1740822988.536739409,2976,185.15.59.224,192.168.80.128,4,6,128,TLSv1.3,443,46994,,,,,,2920,512495,17084,64240,True
3391,1740822988.536773222,56,192.168.80.128,185.15.59.224,4,6,64,TCP,46994,443,,,,,,0,17084,515415,65535,
3392,1740822988.538121580,5896,185.15.59.224,192.168.80.128,4,6,128,TCP,443,46994,,,,,,5840,515415,17084,64240,
3393,1740822988.538134259,56,192.168.80.128,185.15.59.224,4,6,64,TCP,46994,443,,,,,,0,17084,521255,65535,
3394,1740822988.539278225,4436,185.15.59.224,192.168.80.128,4,6,128,TCP,443,46994,,,,,,4380,521255,17084,64240,
3395,1740822988.539295151,56,192.168.80.128,185.15.59.224,4,6,64,TCP,46994,443,,,,,,0,17084,525635,65535,
3396,1740822988.539417419,175,192.168.80.128,185.15.59.240,4,6,64,TLSv1.3,38312,443,,,,,,119,8406,423857,65535,True
3397,1740822988.539512301,62,185.15.59.240,192.168.80.128,4,6,128,TCP,443,38312,,,,,,0,423857,8525,64240,
3398,1740822988.540302321,4436,185.15.59.224,192.168.80.128,4,6,128,TLSv1.3,443,46994,,,,,,4380,525635,17084,64240,True
3399,1740822988.540309524,56,192.168.80.128,185.15.59.224,4,6,64,TCP,46994,443,,,,,,0,17084,530015,65535,
3400,1740822988.541393932,2976,185.15.59.224,192.168.80.128,4,6,128,TCP,443,46994,,,,,,2920,530015,17084,64240,
3401,1740822988.541401642,56,192.168.80.128,185.15.59.224,4,6,64,TCP,46994,443,,,,,,0,17084,532935,65535,
3402,1740822988.544167356,151,192.168.80.128,185.15.59.240,4,6,64,TLSv1.3,38312,443,,,,,,95,8525,423857,65535,True
3403,1740822988.544317896,8816,185.15.59.224,192.168.80.128,4,6,128,TCP,443,46994,,,,,,8760,532935,17084,64240,
3404,1740822988.544318040,62,185.15.59.240,192.168.80.128,4,6,128,TCP,443,38312,,,,,,0,423857,8620,64240,
3405,1740822988.544333692,56,192.168.80.128,185.15.59.224,4,6,64,TCP,46994,443,,,,,,0,17084,541695,65535,
3406,1740822988.544416162,185,192.168.80.128,185.15.59.240,4,6,64,TLSv1.3,38312,443,,,,,,129,8620,423857,65535,True
3407,1740822988.544474099,163,192.168.80.128,185.15.59.240,4,6,64,TLSv1.3,38312,443,,,,,,107,8749,423857,65535,True
3408,1740822988.544535883,62,185.15.59.240,192.168.80.128,4,6,128,TCP,443,38312,,,,,,0,423857,8749,64240,
3409,1740822988.544535905,62,185.15.59.240,192.168.80.128,4,6,128,TCP,443,38312,,,,,,0,423857,8856,64240,
3410,1740822988.544587094,199,192.168.80.128,185.15.59.240,4,6,64,TLSv1.3,38312,443,,,,,,143,8856,423857,65535,True
3411,1740822988.544626165,62,185.15.59.240,192.168.80.128,4,6,128,TCP,443,38312,,,,,,0,423857,8999,64240,
3412,1740822988.544671582,200,192.168.80.128,185.15.59.240,4,6,64,TLSv1.3,38312,443,,,,,,144,8999,423857,65535,True
3413,1740822988.544714242,62,185.15.59.240,192.168.80.128,4,6,128,TCP,443,38312,,,,,,0,423857,9143,64240,
3414,1740822988.544760439,162,192.168.80.128,185.15.59.240,4,6,64,TLSv1.3,38312,443,,,,,,106,9143,423857,65535,True
3415,1740822988.544798169,62,185.15.59.240,192.168.80.128,4,6,128,TCP,443,38312,,,,,,0,423857,9249,64240,
3416,1740822988.544850382,203,192.168.80.128,185.15.59.240,4,6,64,TLSv1.3,38312,443,,,,,,147,9249,423857,65535,True
3417,1740822988.544918608,62,185.15.59.240,192.168.80.128,4,6,128,TCP,443,38312,,,,,,0,423857,9396,64240,
3418,1740822988.544972471,208,192.168.80.128,185.15.59.240,4,6,64,TLSv1.3,38312,443,,,,,,152,9396,423857,65535,True
3419,1740822988.545054363,62,185.15.59.240,192.168.80.128,4,6,128,TCP,443,38312,,,,,,0,423857,9548,64240,
3420,1740822988.545135526,2606,185.15.59.224,192.168.80.128,4,6,128,TLSv1.3,443,46994,,,,,,2550,541695,17084,64240,True
3421,1740822988.545139141,56,192.168.80.128,185.15.59.224,4,6,64,TCP,46994,443,,,,,,0,17084,544245,65535,
3422,1740822988.573398977,155,192.168.80.128,185.15.59.240,4,6,64,TLSv1.3,38312,443,,,,,,99,9548,423857,65535,True
3423,1740822988.573523418,201,192.168.80.128,185.15.59.240,4,6,64,TLSv1.3,38312,443,,,,,,145,9647,423857,65535,True
3424,1740822988.573580533,178,192.168.80.128,185.15.59.240,4,6,64,TLSv1.3,38312,443,,,,,,122,9792,423857,65535,True
3425,1740822988.573601329,253,192.168.80.128,185.15.59.240,4,6,64,TLSv1.3,38312,443,,,,,,197,9914,423857,65535,True
3426,1740822988.573634732,375,192.168.80.128,185.15.59.240,4,6,64,TLSv1.3,38312,443,,,,,,319,10111,423857,65535,True
3427,1740822988.573674783,382,192.168.80.128,185.15.59.240,4,6,64,TLSv1.3,38312,443,,,,,,326,10430,423857,65535,True
3428,1740822988.573693974,62,185.15.59.240,192.168.80.128,4,6,128,TCP,443,38312,,,,,,0,423857,9647,64240,
3429,1740822988.573694013,62,185.15.59.240,192.168.80.128,4,6,128,TCP,443,38312,,,,,,0,423857,9792,64240,
3430,1740822988.573694036,62,185.15.59.240,192.168.80.128,4,6,128,TCP,443,38312,,,,,,0,423857,9914,64240,
3431,1740822988.573724808,288,192.168.80.128,185.15.59.240,4,6,64,TLSv1.3,38312,443,,,,,,232,10756,423857,65535,True
3432,1740822988.573858815,62,185.15.59.240,192.168.80.128,4,6,128,TCP,443,38312,,,,,,0,423857,10111,64240,
3433,1740822988.573858922,62,185.15.59.240,192.168.80.128,4,6,128,TCP,443,38312,,,,,,0,423857,10430,64240,
3434,1740822988.573858940,62,185.15.59.240,192.168.80.128,4,6,128,TCP,443,38312,,,,,,0,423857,10756,64240,
3435,1740822988.573872598,457,192.168.80.128,185.15.59.240,4,6,64,TLSv1.3,38312,443,,,,,,401,10988,423857,65535,True
3436,1740822988.573930483,62,185.15.59.240,192.168.80.128,4,6,128,TCP,443,38312,,,,,,0,423857,10988,64240,
3437,1740822988.574110882,62,185.15.59.240,192.168.80.128,4,6,128,TCP,443,38312,,,,,,0,423857,11389,64240,
3438,1740822988.574669579,167,192.168.80.128,185.15.59.240,4,6,64,TLSv1.3,38312,443,,,,,,111,11389,423857,65535,True
3439,1740822988.574714130,205,192.168.80.128,185.15.59.240,4,6,64,TLSv1.3,38312,443,,,,,,149,11500,423857,65535,True
3440,1740822988.574821755,62,185.15.59.240,192.168.80.128,4,6,128,TCP,443,38312,,,,,,0,423857,11500,64240,
3441,1740822988.574822659,1061,192.168.80.128,185.15.59.240,4,6,64,TLSv1.3,38312,443,,,,,,1005,11649,423857,65535,True
3442,1740822988.574821845,62,185.15.59.240,192.168.80.128,4,6,128,TCP,443,38312,,,,,,0,423857,11649,64240,
3443,1740822988.574872962,293,192.168.80.128,185.15.59.240,4,6,64,TLSv1.3,38312,443,,,,,,237,12654,423857,65535,True
3444,1740822988.574933646,314,192.168.80.128,185.15.59.240,4,6,64,TLSv1.3,38312,443,,,,,,258,12891,423857,65535,True
3445,1740822988.574967176,62,185.15.59.240,192.168.80.128,4,6,128,TCP,443,38312,,,,,,0,423857,12654,64240,
3446,1740822988.574967229,62,185.15.59.240,192.168.80.128,4,6,128,TCP,443,38312,,,,,,0,423857,12891,64240,
3447,1740822988.574978816,183,192.168.80.128,185.15.59.240,4,6,64,TLSv1.3,38312,443,,,,,,127,13149,423857,65535,True
3448,1740822988.575008483,147,192.168.80.128,185.15.59.240,4,6,64,TLSv1.3,38312,443,,,,,,91,13276,423857,65535,True
3449,1740822988.575011458,62,185.15.59.240,192.168.80.128,4,6,128,TCP,443,38312,,,,,,0,423857,13149,64240,
3450,1740822988.575035101,204,192.168.80.128,185.15.59.240,4,6,64,TLSv1.3,38312,443,,,,,,148,13367,423857,65535,True
3451,1740822988.575094742,62,185.15.59.240,192.168.80.128,4,6,128,TCP,443,38312,,,,,,0,423857,13276,64240,
3452,1740822988.575106241,325,192.168.80.128,185.15.59.240,4,6,64,TLSv1.3,38312,443,,,,,,269,13515,423857,65535,True
3453,1740822988.575128645,162,192.168.80.128,185.15.59.240,4,6,64,TLSv1.3,38312,443,,,,,,106,13784,423857,65535,True
3454,1740822988.575128622,62,185.15.59.240,192.168.80.128,4,6,128,TCP,443,38312,,,,,,0,423857,13367,64240,
3455,1740822988.575128645,62,185.15.59.240,192.168.80.128,4,6,128,TCP,443,38312,,,,,,0,423857,13515,64240,
3456,1740822988.575154359,180,192.168.80.128,185.15.59.240,4,6,64,TLSv1.3,38312,443,,,,,,124,13890,423857,65535,True
3457,1740822988.575167404,62,185.15.59.240,192.168.80.128,4,6,128,TCP,443,38312,,,,,,0,423857,13784,64240,
3458,1740822988.575176515,184,192.168.80.128,185.15.59.240,4,6,64,TLSv1.3,38312,443,,,,,,128,14014,423857,65535,True
3459,1740822988.575204472,300,192.168.80.128,185.15.59.240,4,6,64,TLSv1.3,38312,443,,,,,,244,14142,423857,65535,True
3460,1740822988.575207670,62,185.15.59.240,192.168.80.128,4,6,128,TCP,443,38312,,,,,,0,423857,13890,64240,
3461,1740822988.575207693,62,185.15.59.240,192.168.80.128,4,6,128,TCP,443,38312,,,,,,0,423857,14014,64240,
3462,1740822988.575249511,62,185.15.59.240,192.168.80.128,4,6,128,TCP,443,38312,,,,,,0,423857,14142,64240,
3463,1740822988.575317706,62,185.15.59.240,192.168.80.128,4,6,128,TCP,443,38312,,,,,,0,423857,14386,64240,
3464,1740822988.594460267,2976,185.15.59.224,192.168.80.128,4,6,128,TCP,443,46994,,,,,,2920,544245,17084,64240,
3465,1740822988.594523209,56,192.168.80.128,185.15.59.224,4,6,64,TCP,46994,443,,,,,,0,17084,547165,65535,
3466,1740822988.595685598,5896,185.15.59.224,192.168.80.128,4,6,128,TCP,443,46994,,,,,,5840,547165,17084,64240,
3467,1740822988.595700493,56,192.168.80.128,185.15.59.224,4,6,64,TCP,46994,443,,,,,,0,17084,553005,65535,
3468,1740822988.596887380,4436,185.15.59.224,192.168.80.128,4,6,128,TCP,443,46994,,,,,,4380,553005,17084,64240,
3469,1740822988.596897425,56,192.168.80.128,185.15.59.224,4,6,64,TCP,46994,443,,,,,,0,17084,557385,65535,
3470,1740822988.598385703,4436,185.15.59.224,192.168.80.128,4,6,128,TLSv1.3,443,46994,,,,,,4380,557385,17084,64240,True
3471,1740822988.598397254,56,192.168.80.128,185.15.59.224,4,6,64,TCP,46994,443,,,,,,0,17084,561765,65535,
3472,1740822988.599900852,5896,185.15.59.224,192.168.80.128,4,6,128,TCP,443,46994,,,,,,5840,561765,17084,64240,
3473,1740822988.599901242,5896,185.15.59.240,192.168.80.128,4,6,128,TCP,443,38312,,,,,,5840,423857,14386,64240,
3474,1740822988.599917876,56,192.168.80.128,185.15.59.240,4,6,64,TCP,38312,443,,,,,,0,14386,429697,65535,
3475,1740822988.600128579,56,192.168.80.128,185.15.59.224,4,6,64,TCP,46994,443,,,,,,0,17084,567605,65535,
3476,1740822988.601078375,5896,185.15.59.240,192.168.80.128,4,6,128,TCP,443,38312,,,,,,5840,429697,14386,64240,
3477,1740822988.601078424,87,185.15.59.224,192.168.80.128,4,6,128,TLSv1.3,443,46994,,,,,,31,567605,17084,64240,True
3478,1740822988.601100661,56,192.168.80.128,185.15.59.240,4,6,64,TCP,38312,443,,,,,,0,14386,435537,65535,
3479,1740822988.604798770,10276,185.15.59.240,192.168.80.128,4,6,128,TLSv1.3,443,38312,,,,,,10220,435537,14386,64240,True
3480,1740822988.604829773,56,192.168.80.128,185.15.59.240,4,6,64,TCP,38312,443,,,,,,0,14386,445757,65535,
3481,1740822988.605030081,4436,185.15.59.240,192.168.80.128,4,6,128,TCP,443,38312,,,,,,4380,445757,14386,64240,
3482,1740822988.605034820,56,192.168.80.128,185.15.59.240,4,6,64,TCP,38312,443,,,,,,0,14386,450137,65535,
3483,1740822988.606834156,6395,185.15.59.240,192.168.80.128,4,6,128,TLSv1.3,443,38312,,,,,,6339,450137,14386,64240,True
3484,1740822988.606881794,56,192.168.80.128,185.15.59.240,4,6,64,TCP,38312,443,,,,,,0,14386,456476,65535,
3485,1740822988.641974888,56,192.168.80.128,185.15.59.224,4,6,64,TCP,46994,443,,,,,,0,17084,567636,65535,
3486,1740822988.642675700,4436,185.15.59.240,192.168.80.128,4,6,128,TCP,443,38312,,,,,,4380,456476,14386,64240,
3487,1740822988.642724406,56,192.168.80.128,185.15.59.240,4,6,64,TCP,38312,443,,,,,,0,14386,460856,65535,
3488,1740822988.644228311,4436,185.15.59.240,192.168.80.128,4,6,128,TCP,443,38312,,,,,,4380,460856,14386,64240,
3489,1740822988.644245635,56,192.168.80.128,185.15.59.240,4,6,64,TCP,38312,443,,,,,,0,14386,465236,65535,
3490,1740822988.644625365,5896,185.15.59.240,192.168.80.128,4,6,128,TCP,443,38312,,,,,,5840,465236,14386,64240,
3491,1740822988.644628906,56,192.168.80.128,185.15.59.240,4,6,64,TCP,38312,443,,,,,,0,14386,471076,65535,
3492,1740822988.647920276,10276,185.15.59.240,192.168.80.128,4,6,128,TLSv1.3,443,38312,,,,,,10220,471076,14386,64240,True
3493,1740822988.647937658,56,192.168.80.128,185.15.59.240,4,6,64,TCP,38312,443,,,,,,0,14386,481296,65535,
3494,1740822988.648088824,4436,185.15.59.240,192.168.80.128,4,6,128,TCP,443,38312,,,,,,4380,481296,14386,64240,
3495,1740822988.648094674,56,192.168.80.128,185.15.59.240,4,6,64,TCP,38312,443,,,,,,0,14386,485676,65535,
3496,1740822988.651607583,11736,185.15.59.240,192.168.80.128,4,6,128,TLSv1.3,443,38312,,,,,,11680,485676,14386,64240,True
3497,1740822988.651635562,56,192.168.80.128,185.15.59.240,4,6,64,TCP,38312,443,,,,,,0,14386,497356,65535,
3498,1740822988.657082767,21956,185.15.59.240,192.168.80.128,4,6,128,TLSv1.3,443,38312,,,,,,21900,497356,14386,64240,True
3499,1740822988.657115854,56,192.168.80.128,185.15.59.240,4,6,64,TCP,38312,443,,,,,,0,14386,519256,65535,
3500,1740822988.659837955,16116,185.15.59.240,192.168.80.128,4,6,128,TLSv1.3,443,38312,,,,,,16060,519256,14386,64240,True
3501,1740822988.659853606,56,192.168.80.128,185.15.59.240,4,6,64,TCP,38312,443,,,,,,0,14386,535316,65535,
3502,1740822988.660984392,4436,185.15.59.240,192.168.80.128,4,6,128,TCP,443,38312,,,,,,4380,535316,14386,64240,
3503,1740822988.660995572,56,192.168.80.128,185.15.59.240,4,6,64,TCP,38312,443,,,,,,0,14386,539696,65535,
3504,1740822988.664979106,14656,185.15.59.240,192.168.80.128,4,6,128,TLSv1.3,443,38312,,,,,,14600,539696,14386,64240,True
3505,1740822988.665040244,56,192.168.80.128,185.15.59.240,4,6,64,TCP,38312,443,,,,,,0,14386,554296,65535,
3506,1740822988.667644097,10276,185.15.59.240,192.168.80.128,4,6,128,TLSv1.3,443,38312,,,,,,10220,554296,14386,64240,True
3507,1740822988.667667304,56,192.168.80.128,185.15.59.240,4,6,64,TCP,38312,443,,,,,,0,14386,564516,65535,
3508,1740822988.669597809,8816,185.15.59.240,192.168.80.128,4,6,128,TCP,443,38312,,,,,,8760,564516,14386,64240,
3509,1740822988.669612809,56,192.168.80.128,185.15.59.240,4,6,64,TCP,38312,443,,,,,,0,14386,573276,65535,
3510,1740822988.671197684,11736,185.15.59.240,192.168.80.128,4,6,128,TLSv1.3,443,38312,,,,,,11680,573276,14386,64240,True
3511,1740822988.671211738,56,192.168.80.128,185.15.59.240,4,6,64,TCP,38312,443,,,,,,0,14386,584956,65535,
3512,1740822988.672086556,5896,185.15.59.240,192.168.80.128,4,6,128,TCP,443,38312,,,,,,5840,584956,14386,64240,
3513,1740822988.672097777,56,192.168.80.128,185.15.59.240,4,6,64,TCP,38312,443,,,,,,0,14386,590796,65535,
3514,1740822988.673131886,2976,185.15.59.240,192.168.80.128,4,6,128,TCP,443,38312,,,,,,2920,590796,14386,64240,
3515,1740822988.673140713,56,192.168.80.128,185.15.59.240,4,6,64,TCP,38312,443,,,,,,0,14386,593716,65535,
3516,1740822988.674771552,5896,185.15.59.240,192.168.80.128,4,6,128,TLSv1.3,443,38312,,,,,,5840,593716,14386,64240,True
3517,1740822988.674783724,56,192.168.80.128,185.15.59.240,4,6,64,TCP,38312,443,,,,,,0,14386,599556,65535,
3518,1740822988.676551627,5896,185.15.59.240,192.168.80.128,4,6,128,TLSv1.3,443,38312,,,,,,5840,599556,14386,64240,True
3519,1740822988.676562271,56,192.168.80.128,185.15.59.240,4,6,64,TCP,38312,443,,,,,,0,14386,605396,65535,
3520,1740822988.676613814,2976,185.15.59.240,192.168.80.128,4,6,128,TCP,443,38312,,,,,,2920,605396,14386,64240,
3521,1740822988.676616297,56,192.168.80.128,185.15.59.240,4,6,64,TCP,38312,443,,,,,,0,14386,608316,65535,
3522,1740822988.677925108,5896,185.15.59.240,192.168.80.128,4,6,128,TCP,443,38312,,,,,,5840,608316,14386,64240,
3523,1740822988.677941667,56,192.168.80.128,185.15.59.240,4,6,64,TCP,38312,443,,,,,,0,14386,614156,65535,
3524,1740822988.679173719,5896,185.15.59.240,192.168.80.128,4,6,128,TLSv1.3,443,38312,,,,,,5840,614156,14386,64240,True
3525,1740822988.679188989,56,192.168.80.128,185.15.59.240,4,6,64,TCP,38312,443,,,,,,0,14386,619996,65535,
3526,1740822988.681566851,8816,185.15.59.240,192.168.80.128,4,6,128,TCP,443,38312,,,,,,8760,619996,14386,64240,
3527,1740822988.681590850,56,192.168.80.128,185.15.59.240,4,6,64,TCP,38312,443,,,,,,0,14386,628756,65535,
3528,1740822988.682617698,5896,185.15.59.240,192.168.80.128,4,6,128,TCP,443,38312,,,,,,5840,628756,14386,64240,
3529,1740822988.682632381,56,192.168.80.128,185.15.59.240,4,6,64,TCP,38312,443,,,,,,0,14386,634596,65535,
3530,1740822988.683560512,2976,185.15.59.240,192.168.80.128,4,6,128,TLSv1.3,443,38312,,,,,,2920,634596,14386,64240,True
3531,1740822988.683577278,56,192.168.80.128,185.15.59.240,4,6,64,TCP,38312,443,,,,,,0,14386,637516,65535,
3532,1740822988.684633372,5896,185.15.59.240,192.168.80.128,4,6,128,TCP,443,38312,,,,,,5840,637516,14386,64240,
3533,1740822988.684643894,56,192.168.80.128,185.15.59.240,4,6,64,TCP,38312,443,,,,,,0,14386,643356,65535,
3534,1740822988.686853239,11736,185.15.59.240,192.168.80.128,4,6,128,TLSv1.3,443,38312,,,,,,11680,643356,14386,64240,True
3535,1740822988.691066114,14656,185.15.59.240,192.168.80.128,4,6,128,TLSv1.3,443,38312,,,,,,14600,655036,14386,64240,True
3536,1740822988.694328252,14656,185.15.59.240,192.168.80.128,4,6,128,TLSv1.3,443,38312,,,,,,14600,669636,14386,64240,True
3537,1740822988.694455575,56,192.168.80.128,185.15.59.240,4,6,64,TCP,38312,443,,,,,,0,14386,684236,65535,
3538,1740822988.695161735,2976,185.15.59.240,192.168.80.128,4,6,128,TLSv1.3,443,38312,,,,,,2920,684236,14386,64240,True
3539,1740822988.697006583,5896,185.15.59.240,192.168.80.128,4,6,128,TCP,443,38312,,,,,,5840,687156,14386,64240,
3540,1740822988.698145398,5896,185.15.59.240,192.168.80.128,4,6,128,TLSv1.3,443,38312,,,,,,5840,692996,14386,64240,True
3541,1740822988.698980883,5896,185.15.59.240,192.168.80.128,4,6,128,TCP,443,38312,,,,,,5840,698836,14386,64240,
3542,1740822988.700091134,4436,185.15.59.240,192.168.80.128,4,6,128,TLSv1.3,443,38312,,,,,,4380,704676,14386,64240,True
3543,1740822988.700892902,4436,185.15.59.240,192.168.80.128,4,6,128,TCP,443,38312,,,,,,4380,709056,14386,64240,
3544,1740822988.702084009,2976,185.15.59.240,192.168.80.128,4,6,128,TLSv1.3,443,38312,,,,,,2920,713436,14386,64240,True
3545,1740822988.710843023,5896,185.15.59.240,192.168.80.128,4,6,128,TCP,443,38312,,,,,,5840,716356,14386,64240,
3546,1740822988.712846248,7356,185.15.59.240,192.168.80.128,4,6,128,TCP,443,38312,,,,,,7300,722196,14386,64240,
3547,1740822988.713652791,1516,185.15.59.240,192.168.80.128,4,6,128,TLSv1.3,443,38312,,,,,,1460,729496,14386,64240,True
3548,1740822988.716160463,5896,185.15.59.240,192.168.80.128,4,6,128,TCP,443,38312,,,,,,5840,730956,14386,64240,
3549,1740822988.718472676,8816,185.15.59.240,192.168.80.128,4,6,128,TCP,443,38312,,,,,,8760,736796,14386,64240,
3550,1740822988.719974352,2975,185.15.59.240,192.168.80.128,4,6,128,TLSv1.3,443,38312,,,,,,2919,745556,14386,64240,True
3551,1740822988.736139302,56,192.168.80.128,185.15.59.240,4,6,64,TCP,38312,443,,,,,,0,14386,748475,65535,
3552,1740822988.736507950,58456,185.15.59.240,192.168.80.128,4,6,128,TLSv1.3,443,38312,,,,,,58400,748475,14386,64240,True
3553,1740822988.736537348,56,192.168.80.128,185.15.59.240,4,6,64,TCP,38312,443,,,,,,0,14386,806875,65535,
3554,1740822988.736584232,62,185.15.59.240,192.168.80.128,4,6,128,TCP,443,38312,,,,,,1,806875,14386,64240,
3555,1740822988.736587270,56,192.168.80.128,185.15.59.240,4,6,64,TCP,38312,443,,,,,,0,14386,806876,65535,
3556,1740822988.736757019,7356,185.15.59.240,192.168.80.128,4,6,128,TLSv1.3,443,38312,,,,,,7300,806876,14386,64240,True
3557,1740822988.736762065,56,192.168.80.128,185.15.59.240,4,6,64,TCP,38312,443,,,,,,0,14386,814176,65535,
3558,1740822988.738949736,10276,185.15.59.240,192.168.80.128,4,6,128,TCP,443,38312,,,,,,10220,814176,14386,64240,
3559,1740822988.738960404,56,192.168.80.128,185.15.59.240,4,6,64,TCP,38312,443,,,,,,0,14386,824396,65535,
3560,1740822988.740057845,2976,185.15.59.240,192.168.80.128,4,6,128,TLSv1.3,443,38312,,,,,,2920,824396,14386,64240,True
3561,1740822988.740068823,56,192.168.80.128,185.15.59.240,4,6,64,TCP,38312,443,,,,,,0,14386,827316,65535,
3562,1740822988.745735615,32176,185.15.59.240,192.168.80.128,4,6,128,TLSv1.3,443,38312,,,,,,32120,827316,14386,64240,True
3563,1740822988.745758865,56,192.168.80.128,185.15.59.240,4,6,64,TCP,38312,443,,,,,,0,14386,859436,65535,
3564,1740822988.746309404,5896,185.15.59.240,192.168.80.128,4,6,128,TCP,443,38312,,,,,,5840,859436,14386,64240,
3565,1740822988.746320004,56,192.168.80.128,185.15.59.240,4,6,64,TCP,38312,443,,,,,,0,14386,865276,65535,
3566,1740822988.747263584,7356,185.15.59.240,192.168.80.128,4,6,128,TLSv1.3,443,38312,,,,,,7300,865276,14386,64240,True
3567,1740822988.747281515,56,192.168.80.128,185.15.59.240,4,6,64,TCP,38312,443,,,,,,0,14386,872576,65535,
3568,1740822988.748134456,7356,185.15.59.240,192.168.80.128,4,6,128,TCP,443,38312,,,,,,7300,872576,14386,64240,
3569,1740822988.748142711,56,192.168.80.128,185.15.59.240,4,6,64,TCP,38312,443,,,,,,0,14386,879876,65535,
3570,1740822988.749520427,5896,185.15.59.240,192.168.80.128,4,6,128,TLSv1.3,443,38312,,,,,,5840,879876,14386,64240,True
3571,1740822988.749529242,56,192.168.80.128,185.15.59.240,4,6,64,TCP,38312,443,,,,,,0,14386,885716,65535,
3572,1740822988.750792598,5896,185.15.59.240,192.168.80.128,4,6,128,TCP,443,38312,,,,,,5840,885716,14386,64240,
3573,1740822988.750800038,56,192.168.80.128,185.15.59.240,4,6,64,TCP,38312,443,,,,,,0,14386,891556,65535,
3574,1740822988.751748904,5896,185.15.59.240,192.168.80.128,4,6,128,TCP,443,38312,,,,,,5840,891556,14386,64240,
3575,1740822988.751756858,56,192.168.80.128,185.15.59.240,4,6,64,TCP,38312,443,,,,,,0,14386,897396,65535,
3576,1740822988.752953927,5896,185.15.59.240,192.168.80.128,4,6,128,TLSv1.3,443,38312,,,,,,5840,897396,14386,64240,True
3577,1740822988.752962414,56,192.168.80.128,185.15.59.240,4,6,64,TCP,38312,443,,,,,,0,14386,903236,65535,
3578,1740822988.754027023,1516,185.15.59.240,192.168.80.128,4,6,128,TCP,443,38312,,,,,,1460,903236,14386,64240,
3579,1740822988.754036476,56,192.168.80.128,185.15.59.240,4,6,64,TCP,38312,443,,,,,,0,14386,904696,65535,
3580,1740822988.754600403,7356,185.15.59.240,192.168.80.128,4,6,128,TCP,443,38312,,,,,,7300,904696,14386,64240,
3581,1740822988.755227676,2976,185.15.59.240,192.168.80.128,4,6,128,TLSv1.3,443,38312,,,,,,2920,911996,14386,64240,True
3582,1740822988.756141078,7356,185.15.59.240,192.168.80.128,4,6,128,TLSv1.3,443,38312,,,,,,7300,914916,14386,64240,True
3583,1740822988.757006250,7356,185.15.59.240,192.168.80.128,4,6,128,TCP,443,38312,,,,,,7300,922216,14386,64240,
3584,1740822988.757575203,2976,185.15.59.240,192.168.80.128,4,6,128,TLSv1.3,443,38312,,,,,,2920,929516,14386,64240,True
3585,1740822988.759743056,14656,185.15.59.240,192.168.80.128,4,6,128,TLSv1.3,443,38312,,,,,,14600,932436,14386,64240,True
3586,1740822988.760740680,56,192.168.80.128,185.15.59.240,4,6,64,TCP,38312,443,,,,,,0,14386,947036,65535,
3587,1740822988.761152936,10276,185.15.59.240,192.168.80.128,4,6,128,TCP,443,38312,,,,,,10220,947036,14386,64240,
