,timestamp,packet_length,ip_src,ip_dst,ip_version,ip_proto,ip_ttl,protocol,src_port,dst_port,tcp_payload_size,tcp_seq,tcp_ack_flag,tcp_window_size,tls_header_encrypted,udp_length,quic_length,quic_pkt_number,quic_frame,quic_header_encrypted
1165,1740823194.711831559,18801,146.75.121.140,192.168.80.128,4,6,128,TLSv1.3,443,52104,18745,409474,22491,64240,True,,,,,
1166,1740823194.711850940,56,192.168.80.128,146.75.121.140,4,6,64,TCP,52104,443,0,22491,428219,65535,,,,,,
1167,1740823194.715077732,91,192.168.80.128,146.75.121.140,4,6,64,TLSv1.3,52104,443,35,22491,428219,65535,True,,,,,
1168,1740823194.715213160,62,146.75.121.140,192.168.80.128,4,6,128,TCP,443,52104,0,428219,22526,64240,,,,,,
1169,1740823194.715423202,76,192.168.80.128,146.75.121.140,4,6,64,TCP,52306,443,0,0,0,64240,,,,,,
1170,1740823194.718776968,923,146.75.121.140,192.168.80.128,4,6,128,TLSv1.3,443,52104,867,428219,22526,64240,True,,,,,
1171,1740823194.723027704,5880,146.75.121.140,192.168.80.128,4,6,128,TLSv1.3,443,52240,5824,128213,2584,64240,True,,,,,
1172,1740823194.723049018,56,192.168.80.128,146.75.121.140,4,6,64,TCP,52240,443,0,2584,134037,65535,,,,,,
1173,1740823194.726738405,14616,146.75.121.140,192.168.80.128,4,6,128,TLSv1.3,443,52240,14560,134037,2584,64240,True,,,,,
1174,1740823194.726762984,56,192.168.80.128,146.75.121.140,4,6,64,TCP,52240,443,0,2584,148597,65535,,,,,,
1175,1740823194.726801016,1642,146.75.121.140,192.168.80.128,4,6,128,TLSv1.3,443,52230,1586,90855,3911,64240,True,,,,,
1176,1740823194.726803240,56,192.168.80.128,146.75.121.140,4,6,64,TCP,52230,443,0,3911,92441,65535,,,,,,
1177,1740823194.726875309,56,192.168.80.128,146.75.121.140,4,6,64,TCP,52220,443,0,3515,8255,65535,,,,,,
1178,1740823194.737229290,3717,146.75.121.140,192.168.80.128,4,6,128,TLSv1.3,443,52240,3661,148597,2584,64240,True,,,,,
1179,1740823194.737229784,12311,146.75.121.140,192.168.80.128,4,6,128,TLSv1.3,443,52104,12255,429086,22526,64240,True,,,,,
1180,1740823194.737265530,56,192.168.80.128,146.75.121.140,4,6,64,TCP,52240,443,0,2584,152258,65535,,,,,,
1181,1740823194.737311125,56,192.168.80.128,146.75.121.140,4,6,64,TCP,52104,443,0,22526,441341,65535,,,,,,
1182,1740823194.737389337,42280,146.75.121.140,192.168.80.128,4,6,128,TLSv1.3,443,52230,42224,92441,3911,64240,True,,,,,
1183,1740823194.737396701,56,192.168.80.128,146.75.121.140,4,6,64,TCP,52230,443,0,3911,134665,65535,,,,,,
1184,1740823194.738127123,5880,146.75.121.140,192.168.80.128,4,6,128,TLSv1.3,443,52230,5824,134665,3911,64240,True,,,,,
1185,1740823194.738139499,56,192.168.80.128,146.75.121.140,4,6,64,TCP,52230,443,0,3911,140489,65535,,,,,,
1186,1740823194.739045928,5880,146.75.121.140,192.168.80.128,4,6,128,TCP,443,52230,5824,140489,3911,64240,,,,,,
1187,1740823194.739053091,56,192.168.80.128,146.75.121.140,4,6,64,TCP,52230,443,0,3911,146313,65535,,,,,,
1188,1740823194.740628321,198,192.168.80.128,146.75.121.140,4,6,64,TLSv1.3,52104,443,142,22526,441341,65535,True,,,,,
1189,1740823194.740697725,5090,146.75.121.140,192.168.80.128,4,6,128,TLSv1.3,443,52230,5034,146313,3911,64240,True,,,,,
1190,1740823194.740697782,1512,146.75.121.140,192.168.80.128,4,6,128,TCP,443,52104,1456,441341,22526,64240,,,,,,
1191,1740823194.740705237,56,192.168.80.128,146.75.121.140,4,6,64,TCP,52230,443,0,3911,151347,65535,,,,,,
1192,1740823194.740747905,62,146.75.121.140,192.168.80.128,4,6,128,TCP,443,52104,0,442797,22668,64240,,,,,,
1193,1740823194.740880790,158,192.168.80.128,146.75.121.140,4,6,64,TLSv1.3,52104,443,102,22668,442797,65535,True,,,,,
1194,1740823194.741032128,62,146.75.121.140,192.168.80.128,4,6,128,TCP,443,52104,0,442797,22770,64240,,,,,,
1195,1740823194.741798408,5892,146.75.121.140,192.168.80.128,4,6,128,TLSv1.3,443,52104,5836,442797,22770,64240,True,,,,,
1196,1740823194.741806982,56,192.168.80.128,146.75.121.140,4,6,64,TCP,52104,443,0,22770,448633,65535,,,,,,
1197,1740823194.741935118,4698,146.75.121.140,192.168.80.128,4,6,128,TLSv1.3,443,52104,4642,448633,22770,64240,True,,,,,
1198,1740823194.741938775,56,192.168.80.128,146.75.121.140,4,6,64,TCP,52104,443,0,22770,453275,65535,,,,,,
1199,1740823194.746949155,3177,146.75.121.140,192.168.80.128,4,6,128,TLSv1.3,443,52104,3121,453275,22770,64240,True,,,,,
1200,1740823194.746969853,56,192.168.80.128,146.75.121.140,4,6,64,TCP,52104,443,0,22770,456396,65535,,,,,,
1201,1740823194.747790310,1140,146.75.121.140,192.168.80.128,4,6,128,TLSv1.3,443,52104,1084,456396,22770,64240,True,,,,,
1202,1740823194.749889914,155,192.168.80.128,146.75.121.140,4,6,64,TLSv1.3,52104,443,99,22770,457480,65535,True,,,,,
1203,1740823194.750079554,62,146.75.121.140,192.168.80.128,4,6,128,TCP,443,52104,0,457480,22869,64240,,,,,,
1204,1740823194.750166338,159,192.168.80.128,146.75.121.140,4,6,64,TLSv1.3,52104,443,103,22869,457480,65535,True,,,,,
1205,1740823194.750238011,62,146.75.121.140,192.168.80.128,4,6,128,TCP,443,52104,0,457480,22972,64240,,,,,,
1206,1740823194.750286900,159,192.168.80.128,146.75.121.140,4,6,64,TLSv1.3,52104,443,103,22972,457480,65535,True,,,,,
1207,1740823194.750323872,62,146.75.121.140,192.168.80.128,4,6,128,TCP,443,52104,0,457480,23075,64240,,,,,,
1208,1740823194.750422830,157,192.168.80.128,146.75.121.140,4,6,64,TLSv1.3,52104,443,101,23075,457480,65535,True,,,,,
1209,1740823194.750494891,62,146.75.121.140,192.168.80.128,4,6,128,TCP,443,52104,0,457480,23176,64240,,,,,,
1210,1740823194.750624563,215,192.168.80.128,146.75.121.140,4,6,64,TLSv1.3,52076,443,159,4906,118005,65535,True,,,,,
1211,1740823194.750735840,157,192.168.80.128,146.75.121.140,4,6,64,TLSv1.3,52104,443,101,23176,457480,65535,True,,,,,
1212,1740823194.750789859,62,146.75.121.140,192.168.80.128,4,6,128,TCP,443,52076,0,118005,5065,64240,,,,,,
1213,1740823194.750867862,164,192.168.80.128,146.75.121.140,4,6,64,TLSv1.3,52104,443,108,23277,457480,65535,True,,,,,
1214,1740823194.751016005,62,146.75.121.140,192.168.80.128,4,6,128,TCP,443,52104,0,457480,23277,64240,,,,,,
1215,1740823194.751016027,62,146.75.121.140,192.168.80.128,4,6,128,TCP,443,52104,0,457480,23385,64240,,,,,,
1216,1740823194.751905931,6721,146.75.121.140,192.168.80.128,4,6,128,TLSv1.3,443,52104,6665,457480,23385,64240,True,,,,,
1217,1740823194.751917734,56,192.168.80.128,146.75.121.140,4,6,64,TCP,52104,443,0,23385,464145,65535,,,,,,
1218,1740823194.752461586,413,146.75.121.140,192.168.80.128,4,6,128,TLSv1.3,443,52104,357,464145,23385,64240,True,,,,,
1219,1740823194.756873677,56,192.168.80.128,212.199.202.66,4,6,64,TCP,60452,80,0,1,1,62460,,,,,,
1220,1740823194.756931170,56,192.168.80.128,212.199.202.66,4,6,64,TCP,60478,80,0,1,1,63350,,,,,,
1221,1740823194.756955589,56,192.168.80.128,142.250.75.67,4,6,64,TCP,33348,80,0,1,1,64240,,,,,,
1222,1740823194.756964811,56,192.168.80.128,142.250.75.67,4,6,64,TCP,33344,80,0,1,1,64240,,,,,,
1223,1740823194.757229256,161,192.168.80.128,146.75.121.140,4,6,64,TLSv1.3,52104,443,105,23385,464502,65535,True,,,,,
1224,1740823194.757340686,167,192.168.80.128,146.75.121.140,4,6,64,TLSv1.3,52104,443,111,23490,464502,65535,True,,,,,
1225,1740823194.757403857,62,146.75.121.140,192.168.80.128,4,6,128,TCP,443,52104,0,464502,23490,64240,,,,,,
1226,1740823194.757516907,62,146.75.121.140,192.168.80.128,4,6,128,TCP,443,52104,0,464502,23601,64240,,,,,,
1227,1740823194.757554507,159,192.168.80.128,146.75.121.140,4,6,64,TLSv1.3,52104,443,103,23601,464502,65535,True,,,,,
1228,1740823194.757639610,154,192.168.80.128,146.75.121.140,4,6,64,TLSv1.3,52104,443,98,23704,464502,65535,True,,,,,
1229,1740823194.757675754,62,146.75.121.140,192.168.80.128,4,6,128,TCP,443,52104,0,464502,23704,64240,,,,,,
1230,1740823194.757675779,62,146.75.121.140,192.168.80.128,4,6,128,TCP,443,52104,0,464502,23802,64240,,,,,,
1231,1740823194.758079135,156,192.168.80.128,146.75.121.140,4,6,64,TLSv1.3,52104,443,100,23802,464502,65535,True,,,,,
1232,1740823194.758169020,62,146.75.121.140,192.168.80.128,4,6,128,TCP,443,52104,0,464502,23902,64240,,,,,,
1233,1740823194.758215500,156,192.168.80.128,146.75.121.140,4,6,64,TLSv1.3,52104,443,100,23902,464502,65535,True,,,,,
1234,1740823194.758307521,62,146.75.121.140,192.168.80.128,4,6,128,TCP,443,52104,0,464502,24002,64240,,,,,,
1235,1740823194.758393178,162,192.168.80.128,146.75.121.140,4,6,64,TLSv1.3,52104,443,106,24002,464502,65535,True,,,,,
1236,1740823194.758433698,62,146.75.121.140,192.168.80.128,4,6,128,TCP,443,52104,0,464502,24108,64240,,,,,,
1237,1740823194.766682676,151,192.168.80.128,146.75.121.140,4,6,64,TLSv1.3,52104,443,95,24108,464502,65535,True,,,,,
1238,1740823194.766916265,62,146.75.121.140,192.168.80.128,4,6,128,TCP,443,52104,0,464502,24203,64240,,,,,,
1239,1740823194.773445668,62,146.75.121.140,192.168.80.128,4,6,128,TCP,443,52306,0,0,1,64240,,,,,,
1240,1740823194.773485669,56,192.168.80.128,146.75.121.140,4,6,64,TCP,52306,443,0,1,1,64240,,,,,,
1241,1740823194.774254379,1964,192.168.80.128,146.75.121.140,4,6,64,TLSv1,52306,443,1908,1,1,64240,True,,,,,
1242,1740823194.774794163,62,146.75.121.140,192.168.80.128,4,6,128,TCP,443,52306,0,1,1461,64240,,,,,,
1243,1740823194.774794438,62,146.75.121.140,192.168.80.128,4,6,128,TCP,443,52306,0,1,1909,64240,,,,,,
1244,1740823194.788687076,1512,146.75.121.140,192.168.80.128,4,6,128,TLSv1.2,443,52304,1456,1,1910,64240,True,,,,,
1245,1740823194.788712542,56,192.168.80.128,146.75.121.140,4,6,64,TCP,52304,443,0,1910,1457,65535,,,,,,
1246,1740823194.789615219,1512,146.75.121.140,192.168.80.128,4,6,128,TCP,443,52304,1456,1457,1910,64240,,,,,,
1247,1740823194.789632863,56,192.168.80.128,146.75.121.140,4,6,64,TCP,52304,443,0,1910,2913,65535,,,,,,
1248,1740823194.790643196,1425,146.75.121.140,192.168.80.128,4,6,128,TLSv1.3,443,52304,1369,2913,1910,64240,True,,,,,
1249,1740823194.790651353,56,192.168.80.128,146.75.121.140,4,6,64,TCP,52304,443,0,1910,4282,65535,,,,,,
1250,1740823194.792445779,120,192.168.80.128,146.75.121.140,4,6,64,TLSv1.3,52304,443,64,1910,4282,65535,True,,,,,
1251,1740823194.792746865,62,146.75.121.140,192.168.80.128,4,6,128,TCP,443,52304,0,4282,1974,64240,,,,,,
1252,1740823194.792770634,165,192.168.80.128,146.75.121.140,4,6,64,TLSv1.3,52304,443,109,1974,4282,65535,True,,,,,
1253,1740823194.792879843,62,146.75.121.140,192.168.80.128,4,6,128,TCP,443,52304,0,4282,2083,64240,,,,,,
1254,1740823194.793192137,80,192.168.80.128,146.75.121.140,4,6,64,TLSv1.3,52304,443,24,2083,4282,65535,True,,,,,
1255,1740823194.793250528,56,192.168.80.128,146.75.121.140,4,6,64,TCP,52304,443,0,2107,4282,65535,,,,,,
1256,1740823194.793301741,62,146.75.121.140,192.168.80.128,4,6,128,TCP,443,52304,0,4282,2107,64240,,,,,,
1257,1740823194.793443275,62,146.75.121.140,192.168.80.128,4,6,128,TCP,443,52304,0,4282,2108,64239,,,,,,
1258,1740823194.801870491,224,192.168.80.128,146.75.121.140,4,6,64,TLSv1.3,52076,443,168,5065,118005,65535,True,,,,,
1259,1740823194.801939165,640,192.168.80.128,146.75.121.140,4,6,64,TLSv1.3,52076,443,584,5233,118005,65535,True,,,,,
1260,1740823194.802019889,158,192.168.80.128,146.75.121.140,4,6,64,TLSv1.3,52076,443,102,5817,118005,65535,True,,,,,
1261,1740823194.802026451,62,146.75.121.140,192.168.80.128,4,6,128,TCP,443,52076,0,118005,5233,64240,,,,,,
1262,1740823194.802039969,339,192.168.80.128,146.75.121.140,4,6,64,TLSv1.3,52076,443,283,5919,118005,65535,True,,,,,
1263,1740823194.802077373,62,146.75.121.140,192.168.80.128,4,6,128,TCP,443,52076,0,118005,5817,64240,,,,,,
1264,1740823194.802077399,62,146.75.121.140,192.168.80.128,4,6,128,TCP,443,52076,0,118005,5919,64240,,,,,,
1265,1740823194.802116137,62,146.75.121.140,192.168.80.128,4,6,128,TCP,443,52076,0,118005,6202,64240,,,,,,
1266,1740823194.803727067,1892,146.75.121.140,192.168.80.128,4,6,128,TLSv1.3,443,52076,1836,118005,6202,64240,True,,,,,
1267,1740823194.803727161,11694,146.75.121.140,192.168.80.128,4,6,128,TLSv1.3,443,52104,11638,464502,24203,64240,True,,,,,
1268,1740823194.803761724,56,192.168.80.128,146.75.121.140,4,6,64,TCP,52076,443,0,6202,119841,65535,,,,,,
1269,1740823194.803788122,56,192.168.80.128,146.75.121.140,4,6,64,TCP,52104,443,0,24203,476140,65535,,,,,,
1270,1740823194.812040717,138,146.75.121.140,192.168.80.128,4,6,128,TLSv1.3,443,52104,82,476140,24203,64240,True,,,,,
1271,1740823194.812750215,5724,146.75.121.140,192.168.80.128,4,6,128,TLSv1.3,443,52104,5668,476222,24203,64240,True,,,,,
1272,1740823194.812765696,56,192.168.80.128,146.75.121.140,4,6,64,TCP,52104,443,0,24203,481890,65535,,,,,,
1273,1740823194.813230134,1589,146.75.121.140,192.168.80.128,4,6,128,TLSv1.3,443,52104,1533,481890,24203,64240,True,,,,,
1274,1740823194.813237335,56,192.168.80.128,146.75.121.140,4,6,64,TCP,52104,443,0,24203,483423,65535,,,,,,
1275,1740823194.814248114,1278,146.75.121.140,192.168.80.128,4,6,128,TLSv1.3,443,52104,1222,483423,24203,64240,True,,,,,
1276,1740823194.837347224,33454,146.75.121.140,192.168.80.128,4,6,128,TLSv1.3,443,52104,33398,484645,24203,64240,True,,,,,
1277,1740823194.837419098,56,192.168.80.128,146.75.121.140,4,6,64,TCP,52104,443,0,24203,518043,65535,,,,,,
1278,1740823194.852165759,80,146.75.121.140,192.168.80.128,4,6,128,TLSv1.3,443,52304,24,4282,2108,64239,True,,,,,
1279,1740823194.852186604,56,192.168.80.128,146.75.121.140,4,6,64,TCP,52304,443,0,2108,0,0,,,,,,
1280,1740823194.897357191,1512,146.75.121.140,192.168.80.128,4,6,128,TLSv1.2,443,52306,1456,1,1909,64240,True,,,,,
1281,1740823194.897381087,56,192.168.80.128,146.75.121.140,4,6,64,TCP,52306,443,0,1909,1457,65535,,,,,,
1282,1740823194.898690377,1512,146.75.121.140,192.168.80.128,4,6,128,TCP,443,52306,1456,1457,1909,64240,,,,,,
1283,1740823194.898723843,56,192.168.80.128,146.75.121.140,4,6,64,TCP,52306,443,0,1909,2913,65535,,,,,,
1284,1740823194.899431789,1388,146.75.121.140,192.168.80.128,4,6,128,TLSv1.3,443,52306,1332,2913,1909,64240,True,,,,,
1285,1740823194.899453742,56,192.168.80.128,146.75.121.140,4,6,64,TCP,52306,443,0,1909,4245,65535,,,,,,
1286,1740823194.901419720,120,192.168.80.128,146.75.121.140,4,6,64,TLSv1.3,52306,443,64,1909,4245,65535,True,,,,,
1287,1740823194.901852475,62,146.75.121.140,192.168.80.128,4,6,128,TCP,443,52306,0,4245,1973,64240,,,,,,
1288,1740823194.909577476,165,192.168.80.128,146.75.121.140,4,6,64,TLSv1.3,52306,443,109,1973,4245,65535,True,,,,,
1289,1740823194.909905844,62,146.75.121.140,192.168.80.128,4,6,128,TCP,443,52306,0,4245,2082,64240,,,,,,
1290,1740823194.911140744,80,192.168.80.128,146.75.121.140,4,6,64,TLSv1.3,52306,443,24,2082,4245,65535,True,,,,,
1291,1740823194.911189475,56,192.168.80.128,146.75.121.140,4,6,64,TCP,52306,443,0,2106,4245,65535,,,,,,
1292,1740823194.911262232,62,146.75.121.140,192.168.80.128,4,6,128,TCP,443,52306,0,4245,2106,64240,,,,,,
1293,1740823194.911380558,159,192.168.80.128,146.75.121.140,4,6,64,TLSv1.3,52104,443,103,24203,518043,65535,True,,,,,
1294,1740823194.911383251,62,146.75.121.140,192.168.80.128,4,6,128,TCP,443,52306,0,4245,2107,64239,,,,,,
1295,1740823194.911472001,161,192.168.80.128,146.75.121.140,4,6,64,TLSv1.3,52104,443,105,24306,518043,65535,True,,,,,
1296,1740823194.911514758,62,146.75.121.140,192.168.80.128,4,6,128,TCP,443,52104,0,518043,24306,64240,,,,,,
1297,1740823194.911546700,62,146.75.121.140,192.168.80.128,4,6,128,TCP,443,52104,0,518043,24411,64240,,,,,,
1298,1740823194.911551521,164,192.168.80.128,146.75.121.140,4,6,64,TLSv1.3,52104,443,108,24411,518043,65535,True,,,,,
1299,1740823194.911677370,62,146.75.121.140,192.168.80.128,4,6,128,TCP,443,52104,0,518043,24519,64240,,,,,,
1300,1740823194.919381566,2157,146.75.121.140,192.168.80.128,4,6,128,TLSv1.3,443,52076,2101,119841,6202,64240,True,,,,,
1301,1740823194.919400360,56,192.168.80.128,146.75.121.140,4,6,64,TCP,52076,443,0,6202,121942,65535,,,,,,
1302,1740823194.931699610,415,192.168.80.128,146.75.121.140,4,6,64,TLSv1.3,52076,443,359,6202,121942,65535,True,,,,,
1303,1740823194.931979217,62,146.75.121.140,192.168.80.128,4,6,128,TCP,443,52076,0,121942,6561,64240,,,,,,
1304,1740823194.971310474,307,146.75.121.140,192.168.80.128,4,6,128,TLSv1.3,443,52076,251,121942,6561,64240,True,,,,,
1305,1740823194.971310785,80,146.75.121.140,192.168.80.128,4,6,128,TLSv1.3,443,52306,24,4245,2107,64239,True,,,,,
1306,1740823194.971342392,56,192.168.80.128,146.75.121.140,4,6,64,TCP,52306,443,0,2107,0,0,,,,,,
1307,1740823194.973835867,2872,146.75.121.140,192.168.80.128,4,6,128,TLSv1.3,443,52104,2816,518043,24519,64240,True,,,,,
1308,1740823194.973847454,56,192.168.80.128,146.75.121.140,4,6,64,TCP,52104,443,0,24519,520859,65535,,,,,,
1309,1740823194.986615355,1842,146.75.121.140,192.168.80.128,4,6,128,TLSv1.3,443,52076,1786,122193,6561,64240,True,,,,,
1310,1740823194.986633959,56,192.168.80.128,146.75.121.140,4,6,64,TCP,52076,443,0,6561,123979,65535,,,,,,
1311,1740823195.035119247,869,146.75.121.140,192.168.80.128,4,6,128,TLSv1.3,443,52104,813,520859,24519,64240,True,,,,,
1312,1740823195.076110736,56,192.168.80.128,146.75.121.140,4,6,64,TCP,52104,443,0,24519,521672,65535,,,,,,
1313,1740823195.108465197,236,192.168.80.128,146.75.121.140,4,6,64,TLSv1.3,52104,443,180,24519,521672,65535,True,,,,,
1314,1740823195.108893628,62,146.75.121.140,192.168.80.128,4,6,128,TCP,443,52104,0,521672,24699,64240,,,,,,
1315,1740823195.114555715,2347,146.75.121.140,192.168.80.128,4,6,128,TLSv1.3,443,52076,2291,123979,6561,64240,True,,,,,
1316,1740823195.114575160,56,192.168.80.128,146.75.121.140,4,6,64,TCP,52076,443,0,6561,126270,65535,,,,,,
1317,1740823195.128143703,156,192.168.80.128,146.75.121.140,4,6,64,TLSv1.3,52104,443,100,24699,521672,65535,True,,,,,
1318,1740823195.128405189,62,146.75.121.140,192.168.80.128,4,6,128,TCP,443,52104,0,521672,24799,64240,,,,,,
1319,1740823195.129023598,161,192.168.80.128,146.75.121.140,4,6,64,TLSv1.3,52104,443,105,24799,521672,65535,True,,,,,
1320,1740823195.129109690,91,192.168.80.128,146.75.121.140,4,6,64,TLSv1.3,52104,443,35,24904,521672,65535,True,,,,,
1321,1740823195.129162770,62,146.75.121.140,192.168.80.128,4,6,128,TCP,443,52104,0,521672,24904,64240,,,,,,
1322,1740823195.129316206,62,146.75.121.140,192.168.80.128,4,6,128,TCP,443,52104,0,521672,24939,64240,,,,,,
1323,1740823195.169393657,1684,146.75.121.140,192.168.80.128,4,6,128,TLSv1.3,443,52104,1628,521672,24939,64240,True,,,,,
1324,1740823195.169417106,56,192.168.80.128,146.75.121.140,4,6,64,TCP,52104,443,0,24939,523300,65535,,,,,,
1325,1740823195.170117399,292,146.75.121.140,192.168.80.128,4,6,128,TLSv1.3,443,52104,236,523300,24939,64240,True,,,,,
1326,1740823195.170127131,56,192.168.80.128,146.75.121.140,4,6,64,TCP,52104,443,0,24939,523536,65535,,,,,,
1327,1740823195.180872459,56,192.168.80.128,212.199.202.66,4,6,64,TCP,60494,80,0,1,1,62460,,,,,,
1328,1740823195.225969805,145,192.168.80.128,146.75.121.140,4,6,64,TLSv1.3,52104,443,89,24939,523536,65535,True,,,,,
1329,1740823195.226219029,62,146.75.121.140,192.168.80.128,4,6,128,TCP,443,52104,0,523536,25028,64240,,,,,,
1330,1740823195.230086218,2002,146.75.121.140,192.168.80.128,4,6,128,TLSv1.3,443,52104,1946,523536,25028,64240,True,,,,,
1331,1740823195.230108445,56,192.168.80.128,146.75.121.140,4,6,64,TCP,52104,443,0,25028,525482,65535,,,,,,
1332,1740823195.231906804,2096,146.75.121.140,192.168.80.128,4,6,128,TLSv1.3,443,52104,2040,525482,25028,64240,True,,,,,
1333,1740823195.231919041,56,192.168.80.128,146.75.121.140,4,6,64,TCP,52104,443,0,25028,527522,65535,,,,,,
1334,1740823195.268877404,56,192.168.80.128,34.107.221.82,4,6,64,TCP,59596,80,0,1,1,63943,,,,,,
1335,1740823195.269247166,62,34.107.221.82,192.168.80.128,4,6,128,TCP,80,59596,0,1,2,64240,,,,,,
1336,1740823195.292228850,2146,146.75.121.140,192.168.80.128,4,6,128,TLSv1.3,443,52104,2090,527522,25028,64240,True,,,,,
1337,1740823195.292254419,56,192.168.80.128,146.75.121.140,4,6,64,TCP,52104,443,0,25028,529612,65535,,,,,,
1338,1740823195.322530640,217,192.168.80.128,146.75.121.140,4,6,64,TLSv1.3,52104,443,161,25028,529612,65535,True,,,,,
1339,1740823195.323025019,62,146.75.121.140,192.168.80.128,4,6,128,TCP,443,52104,0,529612,25189,64240,,,,,,
1340,1740823195.324426209,218,192.168.80.128,146.75.121.140,4,6,64,TLSv1.3,52104,443,162,25189,529612,65535,True,,,,,
1341,1740823195.324585933,62,146.75.121.140,192.168.80.128,4,6,128,TCP,443,52104,0,529612,25351,64240,,,,,,
1342,1740823195.325563535,205,192.168.80.128,146.75.121.140,4,6,64,TLSv1.3,52104,443,149,25351,529612,65535,True,,,,,
1343,1740823195.325711810,62,146.75.121.140,192.168.80.128,4,6,128,TCP,443,52104,0,529612,25500,64240,,,,,,
1344,1740823195.331542870,220,192.168.80.128,146.75.121.140,4,6,64,TLSv1.3,52104,443,164,25500,529612,65535,True,,,,,
1345,1740823195.331723503,62,146.75.121.140,192.168.80.128,4,6,128,TCP,443,52104,0,529612,25664,64240,,,,,,
1346,1740823195.333157704,151,192.168.80.128,146.75.121.140,4,6,64,TLSv1.3,52104,443,95,25664,529612,65535,True,,,,,
1347,1740823195.333434155,62,146.75.121.140,192.168.80.128,4,6,128,TCP,443,52104,0,529612,25759,64240,,,,,,
1348,1740823195.335932946,156,192.168.80.128,146.75.121.140,4,6,64,TLSv1.3,52104,443,100,25759,529612,65535,True,,,,,
1349,1740823195.336054408,62,146.75.121.140,192.168.80.128,4,6,128,TCP,443,52104,0,529612,25859,64240,,,,,,
1350,1740823195.336165891,155,192.168.80.128,146.75.121.140,4,6,64,TLSv1.3,52104,443,99,25859,529612,65535,True,,,,,
1351,1740823195.336238036,62,146.75.121.140,192.168.80.128,4,6,128,TCP,443,52104,0,529612,25958,64240,,,,,,
1352,1740823195.336253795,144,192.168.80.128,146.75.121.140,4,6,64,TLSv1.3,52104,443,88,25958,529612,65535,True,,,,,
1353,1740823195.336349867,62,146.75.121.140,192.168.80.128,4,6,128,TCP,443,52104,0,529612,26046,64240,,,,,,
1354,1740823195.336517120,144,192.168.80.128,146.75.121.140,4,6,64,TLSv1.3,52104,443,88,26046,529612,65535,True,,,,,
1355,1740823195.336605058,150,192.168.80.128,146.75.121.140,4,6,64,TLSv1.3,52104,443,94,26134,529612,65535,True,,,,,
1356,1740823195.336648107,62,146.75.121.140,192.168.80.128,4,6,128,TCP,443,52104,0,529612,26134,64240,,,,,,
1357,1740823195.336797355,62,146.75.121.140,192.168.80.128,4,6,128,TCP,443,52104,0,529612,26228,64240,,,,,,
1358,1740823195.336816905,219,192.168.80.128,146.75.121.140,4,6,64,TLSv1.3,52104,443,163,26228,529612,65535,True,,,,,
1359,1740823195.336904235,62,146.75.121.140,192.168.80.128,4,6,128,TCP,443,52104,0,529612,26391,64240,,,,,,
1360,1740823195.336933360,316,192.168.80.128,146.75.121.140,4,6,64,TLSv1.3,52104,443,260,26391,529612,65535,True,,,,,
1361,1740823195.337127283,62,146.75.121.140,192.168.80.128,4,6,128,TCP,443,52104,0,529612,26651,64240,,,,,,
1362,1740823195.341606211,144,192.168.80.128,146.75.121.140,4,6,64,TLSv1.3,52104,443,88,26651,529612,65535,True,,,,,
1363,1740823195.341875440,62,146.75.121.140,192.168.80.128,4,6,128,TCP,443,52104,0,529612,26739,64240,,,,,,
1364,1740823195.342862046,153,192.168.80.128,146.75.121.140,4,6,64,TLSv1.3,52104,443,97,26739,529612,65535,True,,,,,
1365,1740823195.343020773,158,192.168.80.128,146.75.121.140,4,6,64,TLSv1.3,52104,443,102,26836,529612,65535,True,,,,,
1366,1740823195.343080335,91,192.168.80.128,146.75.121.140,4,6,64,TLSv1.3,52104,443,35,26938,529612,65535,True,,,,,
1367,1740823195.343126299,145,192.168.80.128,146.75.121.140,4,6,64,TLSv1.3,52104,443,89,26973,529612,65535,True,,,,,
1368,1740823195.343132939,62,146.75.121.140,192.168.80.128,4,6,128,TCP,443,52104,0,529612,26836,64240,,,,,,
1369,1740823195.343132983,62,146.75.121.140,192.168.80.128,4,6,128,TCP,443,52104,0,529612,26938,64240,,,,,,
1370,1740823195.343368304,62,146.75.121.140,192.168.80.128,4,6,128,TCP,443,52104,0,529612,26973,64240,,,,,,
1371,1740823195.343368340,62,146.75.121.140,192.168.80.128,4,6,128,TCP,443,52104,0,529612,27062,64240,,,,,,
1372,1740823195.347955994,91,192.168.80.128,146.75.121.140,4,6,64,TLSv1.3,52104,443,35,27062,529612,65535,True,,,,,
1373,1740823195.348130573,62,146.75.121.140,192.168.80.128,4,6,128,TCP,443,52104,0,529612,27097,64240,,,,,,
1374,1740823195.348659928,91,192.168.80.128,146.75.121.140,4,6,64,TLSv1.3,52104,443,35,27097,529612,65535,True,,,,,
1375,1740823195.348893348,62,146.75.121.140,192.168.80.128,4,6,128,TCP,443,52104,0,529612,27132,64240,,,,,,
1376,1740823195.350009341,91,192.168.80.128,146.75.121.140,4,6,64,TLSv1.3,52104,443,35,27132,529612,65535,True,,,,,
1377,1740823195.350301132,62,146.75.121.140,192.168.80.128,4,6,128,TCP,443,52104,0,529612,27167,64240,,,,,,
1378,1740823195.383548873,226,192.168.80.128,146.75.121.140,4,6,64,TLSv1.3,52104,443,170,27167,529612,65535,True,,,,,
1379,1740823195.384001805,62,146.75.121.140,192.168.80.128,4,6,128,TCP,443,52104,0,529612,27337,64240,,,,,,
