,timestamp,packet_length,four_tuple
98,1741008997.116044841,62,1533643378305751294
99,1741008997.116077912,178,-3261669313870811924
100,1741008997.116114778,62,1533643378305751294
101,1741008997.116243445,62,1533643378305751294
102,1741008997.120838694,185,-3261669313870811924
103,1741008997.120937730,189,-3261669313870811924
104,1741008997.121130523,62,1533643378305751294
105,1741008997.121130619,62,1533643378305751294
106,1741008997.121143221,178,-3261669313870811924
107,1741008997.121290754,62,1533643378305751294
108,1741008997.123098890,91,-3261669313870811924
109,1741008997.123201762,62,1533643378305751294
110,1741008997.123264400,177,-3261669313870811924
111,1741008997.123334827,62,1533643378305751294
112,1741008997.123981486,91,-3261669313870811924
113,1741008997.124140055,62,1533643378305751294
114,1741008997.126140364,91,-3261669313870811924
115,1741008997.126230990,62,1533643378305751294
116,1741008997.126311301,91,-3261669313870811924
117,1741008997.126355836,126,-3261669313870811924
118,1741008997.126380713,91,-3261669313870811924
119,1741008997.126384690,62,1533643378305751294
120,1741008997.126414415,126,-3261669313870811924
121,1741008997.126425662,62,1533643378305751294
122,1741008997.126425688,62,1533643378305751294
123,1741008997.126469035,62,1533643378305751294
124,1741008997.126473566,91,-3261669313870811924
125,1741008997.126539419,62,1533643378305751294
126,1741008997.129168290,91,-3261669313870811924
127,1741008997.129354888,62,1533643378305751294
128,1741008997.129665326,91,-3261669313870811924
129,1741008997.129805291,62,1533643378305751294
130,1741008997.130259829,91,-3261669313870811924
131,1741008997.130372104,62,1533643378305751294
132,1741008997.157274927,5896,1533643378305751294
133,1741008997.157301456,56,-3261669313870811924
134,1741008997.159377503,2976,7581795202785141671
135,1741008997.159401812,56,5442943824723049314
136,1741008997.161571662,2976,7581795202785141671
137,1741008997.161571753,601,1533643378305751294
138,1741008997.161585372,56,5442943824723049314
139,1741008997.172792360,5896,7581795202785141671
140,1741008997.172814147,56,5442943824723049314
141,1741008997.174486224,2976,7581795202785141671
142,1741008997.174494299,56,5442943824723049314
143,1741008997.177499978,2976,7581795202785141671
144,1741008997.177510172,56,5442943824723049314
145,1741008997.180745793,1516,7581795202785141671
146,1741008997.181905933,1516,7581795202785141671
147,1741008997.181925102,56,5442943824723049314
148,1741008997.202517518,56,-3261669313870811924
149,1741008997.228099676,25993,7581795202785141671
150,1741008997.228159539,56,5442943824723049314
151,1741008997.228209747,2976,1533643378305751294
152,1741008997.228214262,56,-3261669313870811924
153,1741008997.228806464,938,7581795202785141671
154,1741008997.229934189,2976,1533643378305751294
155,1741008997.229967628,56,-3261669313870811924
156,1741008997.235556553,2976,1533643378305751294
157,1741008997.235589734,56,-3261669313870811924
158,1741008997.240858960,2976,1533643378305751294
159,1741008997.240889849,56,-3261669313870811924
160,1741008997.245313152,2976,1533643378305751294
161,1741008997.245338040,56,-3261669313870811924
162,1741008997.250639887,411,5442943824723049314
163,1741008997.250986434,62,7581795202785141671
164,1741008997.253673772,91,5442943824723049314
165,1741008997.253937042,62,7581795202785141671
166,1741008997.255889112,229,5442943824723049314
167,1741008997.256233901,62,7581795202785141671
168,1741008997.256287086,244,5442943824723049314
169,1741008997.256432551,62,7581795202785141671
170,1741008997.256858949,2976,1533643378305751294
171,1741008997.256866428,56,-3261669313870811924
172,1741008997.257002393,91,5442943824723049314
173,1741008997.257171768,62,7581795202785141671
174,1741008997.258334555,91,5442943824723049314
175,1741008997.258570975,62,7581795202785141671
176,1741008997.297548499,14656,1533643378305751294
177,1741008997.297574916,56,-3261669313870811924
178,1741008997.300087728,2976,1533643378305751294
179,1741008997.300103399,56,-3261669313870811924
180,1741008997.305043494,2976,1533643378305751294
181,1741008997.305070089,56,-3261669313870811924
182,1741008997.309314953,2976,1533643378305751294
183,1741008997.309337041,56,-3261669313870811924
184,1741008997.315699951,2976,1533643378305751294
185,1741008997.315721176,56,-3261669313870811924
186,1741008997.318737831,2976,1533643378305751294
187,1741008997.318755768,56,-3261669313870811924
188,1741008997.363364056,11736,1533643378305751294
189,1741008997.363394689,56,-3261669313870811924
190,1741008997.363434195,1081,7581795202785141671
191,1741008997.368214133,2976,1533643378305751294
192,1741008997.368232784,56,-3261669313870811924
193,1741008997.372597312,2976,1533643378305751294
194,1741008997.372620580,56,-3261669313870811924
195,1741008997.377919681,2976,1533643378305751294
196,1741008997.377941122,56,-3261669313870811924
197,1741008997.383127985,259,1533643378305751294
198,1741008997.383208865,56,-3261669313870811924
199,1741008997.392069318,174,5442943824723049314
200,1741008997.392190453,171,5442943824723049314
201,1741008997.392469675,62,7581795202785141671
202,1741008997.392469717,62,7581795202785141671
203,1741008997.403533540,91,5442943824723049314
204,1741008997.403631871,91,5442943824723049314
205,1741008997.403718405,62,7581795202785141671
206,1741008997.403718594,62,7581795202785141671
207,1741008997.478541307,56,-7735764965260688430
208,1741008997.478622730,56,-6378822766496201179
209,1741008997.478761551,62,5265261633077481429
210,1741008997.478761621,62,-3829741349031532615
211,1741008997.525960319,262,5442943824723049314
212,1741008997.526243855,62,7581795202785141671
213,1741008997.526359257,236,5442943824723049314
214,1741008997.526476670,62,7581795202785141671
215,1741008997.531570024,231,5442943824723049314
216,1741008997.531656077,91,5442943824723049314
217,1741008997.531705916,91,5442943824723049314
218,1741008997.531747496,91,5442943824723049314
219,1741008997.531789902,232,5442943824723049314
220,1741008997.531795450,62,7581795202785141671
221,1741008997.531843906,62,7581795202785141671
222,1741008997.531843932,62,7581795202785141671
223,1741008997.531843949,62,7581795202785141671
224,1741008997.531843969,62,7581795202785141671
225,1741008997.531941904,227,5442943824723049314
226,1741008997.532035501,233,5442943824723049314
227,1741008997.532068609,62,7581795202785141671
228,1741008997.532132054,229,5442943824723049314
229,1741008997.532173839,62,7581795202785141671
230,1741008997.532186312,232,5442943824723049314
231,1741008997.532266899,62,7581795202785141671
232,1741008997.532343876,62,7581795202785141671
233,1741008997.537925113,91,5442943824723049314
234,1741008997.538089744,230,5442943824723049314
235,1741008997.538143997,62,7581795202785141671
236,1741008997.538187406,252,5442943824723049314
237,1741008997.538189211,62,7581795202785141671
238,1741008997.538323125,62,7581795202785141671
239,1741008997.541293449,91,5442943824723049314
240,1741008997.541375036,126,5442943824723049314
241,1741008997.541405535,126,5442943824723049314
242,1741008997.541455807,91,5442943824723049314
243,1741008997.541525197,62,7581795202785141671
244,1741008997.541525253,62,7581795202785141671
245,1741008997.541525273,62,7581795202785141671
246,1741008997.541587263,62,7581795202785141671
247,1741008997.638535043,1146,7581795202785141671
248,1741008997.643103414,4373,7581795202785141671
249,1741008997.643146635,56,5442943824723049314
250,1741008997.990472225,56,8678114939604905383
251,1741008997.991414437,62,8021769946931498344
252,1741008998.319325008,88,-5300478878619631473
253,1741008998.319717940,88,-5949742472882428145
254,1741008998.438699793,56,-1813639315007957436
255,1741008998.566693045,56,-9030817741061896882
256,1741009001.574483025,56,7464179576005772946
257,1741009001.574550709,56,7040176333688651008
258,1741009001.574560389,56,4535224144332752136
259,1741009001.574573381,56,-6995412149748616403
260,1741009001.574587076,56,-486182946777212704
261,1741009001.574594892,56,-6962162897430079747
262,1741009001.574602640,56,-2730402353875833641
263,1741009001.574610256,56,-3809611269026972388
264,1741009001.574618594,56,-5327836564216091835
265,1741009001.574626421,56,8551915579946723792
266,1741009001.574634488,56,-5259496645740434948
267,1741009001.574642287,56,-501487912116622488
268,1741009001.574729536,56,1990988075800016821
269,1741009001.574811624,56,-3616666482193008263
270,1741009001.574830815,56,671390358298728335
271,1741009001.589541891,76,4202325134898441211
272,1741009001.596119371,62,-4394878217763839552
273,1741009001.596135677,56,4202325134898441211
274,1741009001.596394928,1819,4202325134898441211
275,1741009001.596648565,62,-4394878217763839552
276,1741009001.596648653,62,-4394878217763839552
277,1741009001.661772636,5808,-4394878217763839552
278,1741009001.661795696,56,4202325134898441211
279,1741009001.663875434,130,4202325134898441211
280,1741009001.664080715,62,-4394878217763839552
281,1741009001.664112918,148,4202325134898441211
282,1741009001.664259221,962,4202325134898441211
283,1741009001.664309058,7327,4202325134898441211
284,1741009001.664361303,62,-4394878217763839552
285,1741009001.664361327,62,-4394878217763839552
286,1741009001.664414065,62,-4394878217763839552
287,1741009001.664539660,62,-4394878217763839552
288,1741009001.664606623,62,-4394878217763839552
289,1741009001.664606646,62,-4394878217763839552
290,1741009001.664606661,62,-4394878217763839552
291,1741009001.669924515,1028,-4394878217763839552
292,1741009001.670006579,87,4202325134898441211
293,1741009001.670177810,62,-4394878217763839552
294,1741009001.670978444,87,-4394878217763839552
295,1741009001.711592654,56,4202325134898441211
296,1741009001.737736759,2109,-4394878217763839552
297,1741009001.737758057,56,4202325134898441211
298,1741009001.739844159,126,-4394878217763839552
299,1741009001.739855715,56,4202325134898441211
300,1741009001.740220525,95,4202325134898441211
301,1741009001.740630010,62,-4394878217763839552
302,1741009001.745510595,197,5442943824723049314
303,1741009001.745717275,62,7581795202785141671
304,1741009001.747596484,91,5442943824723049314
305,1741009001.747824524,62,7581795202785141671
306,1741009001.754856892,76,1632170107451294773
307,1741009001.762248362,62,-7060197185793822067
308,1741009001.762282720,56,1632170107451294773
309,1741009001.763158946,414,1632170107451294773
310,1741009001.763466659,62,-7060197185793822067
311,1741009001.774945292,2754,-7060197185793822067
312,1741009001.774982771,56,1632170107451294773
313,1741009001.816070697,1516,7581795202785141671
314,1741009001.817299727,1516,7581795202785141671
315,1741009001.817314054,56,5442943824723049314
316,1741009001.820515420,2976,7581795202785141671
317,1741009001.820532901,56,5442943824723049314
318,1741009001.822067679,2976,7581795202785141671
319,1741009001.822083398,56,5442943824723049314
320,1741009001.825404479,2976,7581795202785141671
321,1741009001.825419779,56,5442943824723049314
322,1741009001.828350041,2976,7581795202785141671
323,1741009001.828368810,56,5442943824723049314
324,1741009001.834026080,4436,7581795202785141671
325,1741009001.834049167,56,5442943824723049314
326,1741009001.834669833,1516,7581795202785141671
327,1741009001.845065467,6062,7581795202785141671
328,1741009001.845090136,56,5442943824723049314
329,1741009001.877277239,1294,-270665446210315743
330,1741009001.877398642,1294,-270665446210315743
331,1741009001.877611291,124,4202325134898441211
332,1741009001.877670923,1457,4202325134898441211
333,1741009001.877816978,62,-4394878217763839552
334,1741009001.877817156,62,-4394878217763839552
335,1741009001.885273346,84,4400889707688127097
336,1741009001.886533899,1294,4400889707688127097
337,1741009001.887882214,1294,4400889707688127097
338,1741009001.889351208,1294,4400889707688127097
339,1741009001.891762623,1294,-270665446210315743
340,1741009001.900960518,81,-270665446210315743
341,1741009001.922241553,81,-270665446210315743
342,1741009001.938460021,1294,4400889707688127097
343,1741009001.938460229,1294,4400889707688127097
344,1741009001.938460249,1294,4400889707688127097
345,1741009001.938460267,218,4400889707688127097
346,1741009001.938460287,86,4400889707688127097
347,1741009001.940806963,83,-270665446210315743
348,1741009001.941172346,130,-4394878217763839552
349,1741009001.941282198,209,-270665446210315743
350,1741009001.942329309,535,-4394878217763839552
351,1741009001.944812020,1000,4400889707688127097
352,1741009001.944812094,181,4400889707688127097
353,1741009001.949139573,56,4202325134898441211
354,1741009001.949437183,95,4202325134898441211
355,1741009001.949558537,62,-4394878217763839552
356,1741009001.952565775,77,-270665446210315743
357,1741009001.952671373,77,-270665446210315743
358,1741009001.973131127,68,4400889707688127097
359,1741009002.004147184,1290,-1954347997969132176
360,1741009002.004362962,759,-1954347997969132176
361,1741009002.009343674,72,-6179860038934435217
362,1741009002.034676083,76,-1954347997969132176
363,1741009002.088134117,108,-6179860038934435217
364,1741009002.114284943,80,-1954347997969132176
365,1741009002.145181989,69,-6179860038934435217
366,1741009002.662484697,56,-242420561609860912
367,1741009002.790573705,56,-5251251711730654822
368,1741009003.008394782,267,5442943824723049314
369,1741009003.008646206,62,7581795202785141671
370,1741009003.078737680,1516,7581795202785141671
371,1741009003.078821912,1065,7581795202785141671
372,1741009003.078831743,56,5442943824723049314
373,1741009003.270139192,169,5442943824723049314
374,1741009003.270560202,62,7581795202785141671
375,1741009003.287948946,76,-1010669042402940631
376,1741009003.341320859,2976,7581795202785141671
377,1741009003.341355368,56,5442943824723049314
378,1741009003.342407113,2976,7581795202785141671
379,1741009003.342427400,56,5442943824723049314
380,1741009003.344533426,2976,7581795202785141671
381,1741009003.344544815,56,5442943824723049314
382,1741009003.348755907,2976,7581795202785141671
383,1741009003.348787665,56,5442943824723049314
384,1741009003.350497755,2976,7581795202785141671
385,1741009003.350510702,56,5442943824723049314
386,1741009003.355296695,2976,7581795202785141671
387,1741009003.355316069,56,5442943824723049314
388,1741009003.363917087,3510,7581795202785141671
389,1741009003.363917351,62,1659111079413217676
390,1741009003.363994293,56,5442943824723049314
391,1741009003.364036132,56,-1010669042402940631
392,1741009003.365255592,1961,-1010669042402940631
393,1741009003.365671598,62,1659111079413217676
394,1741009003.365671687,62,1659111079413217676
395,1741009003.393348766,201,-3261669313870811924
396,1741009003.393687671,62,1533643378305751294
397,1741009003.394705316,179,-3261669313870811924
398,1741009003.394820988,375,5442943824723049314
399,1741009003.394874654,62,1533643378305751294
400,1741009003.394913949,62,7581795202785141671
401,1741009003.462206952,2976,1533643378305751294
402,1741009003.462241126,56,-3261669313870811924
403,1741009003.463417267,2976,1533643378305751294
404,1741009003.463438210,56,-3261669313870811924
405,1741009003.464417402,2976,7581795202785141671
406,1741009003.464433796,56,5442943824723049314
407,1741009003.465942160,2976,1533643378305751294
408,1741009003.465942201,2976,7581795202785141671
409,1741009003.465963761,56,-3261669313870811924
410,1741009003.465980077,56,5442943824723049314
411,1741009003.467198727,1516,1533643378305751294
412,1741009003.467219442,56,-3261669313870811924
413,1741009003.468611591,1516,1533643378305751294
414,1741009003.468611641,2976,7581795202785141671
415,1741009003.468631894,56,-3261669313870811924
416,1741009003.468646256,56,5442943824723049314
417,1741009003.470021093,2976,1533643378305751294
418,1741009003.470037676,56,-3261669313870811924
419,1741009003.472165353,2976,7581795202785141671
420,1741009003.472165445,2976,1533643378305751294
421,1741009003.472194409,56,5442943824723049314
422,1741009003.472213536,56,-3261669313870811924
423,1741009003.474664743,2976,1533643378305751294
424,1741009003.474664833,2976,7581795202785141671
425,1741009003.474678773,56,-3261669313870811924
426,1741009003.474701678,56,5442943824723049314
427,1741009003.476856704,2976,1533643378305751294
428,1741009003.476866972,56,-3261669313870811924
429,1741009003.477939365,2976,7581795202785141671
430,1741009003.477949781,56,5442943824723049314
431,1741009003.481273674,2976,1533643378305751294
432,1741009003.481273871,2976,7581795202785141671
433,1741009003.481298961,56,-3261669313870811924
434,1741009003.481324973,56,5442943824723049314
435,1741009003.481780687,2976,1533643378305751294
436,1741009003.481790070,56,-3261669313870811924
437,1741009003.483832592,1718,7581795202785141671
438,1741009003.483832710,2976,1533643378305751294
439,1741009003.483844490,56,5442943824723049314
440,1741009003.483861535,56,-3261669313870811924
441,1741009003.486240490,2976,1533643378305751294
442,1741009003.486250351,56,-3261669313870811924
443,1741009003.488982143,2976,1533643378305751294
444,1741009003.489000197,56,-3261669313870811924
445,1741009003.490402006,2976,1533643378305751294
446,1741009003.490435903,56,-3261669313870811924
447,1741009003.492856114,2141,1533643378305751294
448,1741009003.492869822,56,-3261669313870811924
449,1741009003.498560370,421,5442943824723049314
450,1741009003.498785552,62,7581795202785141671
451,1741009003.503569926,91,5442943824723049314
452,1741009003.503931137,62,7581795202785141671
453,1741009003.505842934,202,5442943824723049314
454,1741009003.505946550,91,5442943824723049314
455,1741009003.506017903,222,5442943824723049314
456,1741009003.506059219,62,7581795202785141671
457,1741009003.506098457,62,7581795202785141671
458,1741009003.506098482,62,7581795202785141671
459,1741009003.509123389,91,5442943824723049314
460,1741009003.509346584,62,7581795202785141671
461,1741009003.513075507,3927,1659111079413217676
462,1741009003.513112621,56,-1010669042402940631
463,1741009003.514621989,120,-1010669042402940631
464,1741009003.514913475,62,1659111079413217676
465,1741009003.514997491,148,-1010669042402940631
466,1741009003.515151485,62,1659111079413217676
467,1741009003.531969247,5896,1533643378305751294
468,1741009003.531987671,56,-3261669313870811924
469,1741009003.533142929,2976,1533643378305751294
470,1741009003.533154345,56,-3261669313870811924
471,1741009003.535371391,1516,1533643378305751294
472,1741009003.535382976,56,-3261669313870811924
473,1741009003.535434518,1516,1533643378305751294
474,1741009003.535436961,56,-3261669313870811924
475,1741009003.543182529,8816,1533643378305751294
476,1741009003.543203006,56,-3261669313870811924
477,1741009003.544078926,1516,1533643378305751294
478,1741009003.544089408,56,-3261669313870811924
479,1741009003.545361993,1516,1533643378305751294
480,1741009003.545374303,56,-3261669313870811924
481,1741009003.547942967,2976,1533643378305751294
482,1741009003.547959402,56,-3261669313870811924
483,1741009003.549179018,2518,1533643378305751294
484,1741009003.549186629,56,-3261669313870811924
485,1741009003.556105874,175,5442943824723049314
486,1741009003.556317786,62,7581795202785141671
487,1741009003.556382546,91,5442943824723049314
488,1741009003.556486534,172,5442943824723049314
489,1741009003.556557750,62,7581795202785141671
490,1741009003.556623750,62,7581795202785141671
491,1741009003.559809271,91,5442943824723049314
492,1741009003.559961643,62,7581795202785141671
493,1741009003.570938565,1023,7581795202785141671
494,1741009003.583628576,327,1659111079413217676
495,1741009003.585030616,327,1659111079413217676
496,1741009003.585489301,56,-1010669042402940631
497,1741009003.611579714,56,5442943824723049314
498,1741009003.655549921,108,1659111079413217676
499,1741009003.655790706,87,-1010669042402940631
500,1741009003.656182453,62,1659111079413217676
501,1741009004.489950337,182,5442943824723049314
502,1741009004.490952739,62,7581795202785141671
503,1741009004.560336923,2324,7581795202785141671
504,1741009004.560356155,56,5442943824723049314
505,1741009005.082631229,194,5442943824723049314
506,1741009005.083052962,62,7581795202785141671
507,1741009005.153417319,2474,7581795202785141671
508,1741009005.153443170,56,5442943824723049314
509,1741009005.670588123,56,1814243028480349757
510,1741009005.670685765,56,-8118443609409778563
511,1741009005.670702509,56,4589014678350757182
512,1741009005.670711396,56,-2717140406722976420
513,1741009005.670719748,56,2087266498969948316
514,1741009005.670728229,56,2310081105903683849
515,1741009006.182720498,56,4540329594805744842
516,1741009006.183051008,62,-2301198337525501901
517,1741009006.694513985,56,-1584003729897523509
518,1741009006.694914814,62,-6785141044984089800
519,1741009006.695720855,56,587654309498143801
520,1741009006.695759913,56,334125420186364602
521,1741009006.695901724,62,4187983387050566200
522,1741009006.695901808,62,-2879446958399144268
523,1741009007.206518156,56,5601741532521369167
524,1741009007.206770582,62,-3603724876649505156
525,1741009007.718500538,56,-7735764965260688430
526,1741009007.718735405,56,-6378822766496201179
527,1741009007.718980734,62,5265261633077481429
528,1741009007.718980889,62,-3829741349031532615
529,1741009008.230928218,56,8678114939604905383
530,1741009008.231247690,62,8021769946931498344
531,1741009008.742469067,56,8291085535939493753
532,1741009010.791471370,56,-8996335303067424072
533,1741009010.980767028,181,5442943824723049314
534,1741009010.981016685,62,7581795202785141671
535,1741009011.051567341,2184,7581795202785141671
536,1741009011.051596296,56,5442943824723049314
537,1741009011.271645326,189,5442943824723049314
538,1741009011.272024691,62,7581795202785141671
539,1741009011.342951385,2054,7581795202785141671
540,1741009011.342979356,56,5442943824723049314
541,1741009013.862534056,56,8486584464085619410
542,1741009014.001760484,84,8202637874553566878
543,1741009014.002120922,62,8427025361030715170
544,1741009014.060694792,80,8427025361030715170
545,1741009014.060712544,56,8202637874553566878
546,1741009015.911461717,56,-8152405088457071203
547,1741009016.422605266,56,4540329594805744842
548,1741009016.422799242,62,-2301198337525501901
549,1741009016.721899726,183,5442943824723049314
550,1741009016.722168712,62,7581795202785141671
551,1741009016.791656156,2435,7581795202785141671
552,1741009016.791687029,56,5442943824723049314
553,1741009016.934475207,56,587654309498143801
554,1741009016.934546318,56,334125420186364602
555,1741009016.934739043,56,-1584003729897523509
556,1741009016.934817216,62,4187983387050566200
557,1741009016.934817412,62,-2879446958399144268
558,1741009016.934889388,62,-6785141044984089800
559,1741009017.076213217,213,-3261669313870811924
560,1741009017.076473413,62,1533643378305751294
561,1741009017.145020226,2976,1533643378305751294
562,1741009017.145049363,56,-3261669313870811924
563,1741009017.145754287,2976,1533643378305751294
564,1741009017.145766365,56,-3261669313870811924
565,1741009017.146899363,2976,1533643378305751294
566,1741009017.146905805,56,-3261669313870811924
567,1741009017.148141173,2976,1533643378305751294
568,1741009017.148148697,56,-3261669313870811924
569,1741009017.149956777,1516,1533643378305751294
570,1741009017.149974239,56,-3261669313870811924
571,1741009017.150480991,1516,1533643378305751294
572,1741009017.150492254,56,-3261669313870811924
573,1741009017.151769121,2976,1533643378305751294
574,1741009017.151776933,56,-3261669313870811924
575,1741009017.153329988,2976,1533643378305751294
576,1741009017.153344285,56,-3261669313870811924
577,1741009017.154755931,2976,1533643378305751294
578,1741009017.154768317,56,-3261669313870811924
579,1741009017.156012155,2976,1533643378305751294
580,1741009017.156029241,56,-3261669313870811924
581,1741009017.157462148,2976,1533643378305751294
582,1741009017.157474435,56,-3261669313870811924
583,1741009017.158743048,2696,1533643378305751294
584,1741009017.158751966,56,-3261669313870811924
585,1741009017.446534213,56,5601741532521369167
586,1741009017.446830576,62,-3603724876649505156
587,1741009017.958545140,56,-7735764965260688430
588,1741009017.958658498,56,-6378822766496201179
589,1741009017.958693014,62,5265261633077481429
590,1741009017.958919828,62,-3829741349031532615
591,1741009018.002315649,99,1465659452431081350
592,1741009018.002574830,62,4992337950580323762
593,1741009018.060653607,96,4992337950580323762
594,1741009018.060686701,56,1465659452431081350
595,1741009018.470490420,56,8678114939604905383
596,1741009018.470787471,62,8021769946931498344
597,1741009021.277282540,224,5442943824723049314
598,1741009021.277680569,62,7581795202785141671
599,1741009021.347698030,1531,7581795202785141671
600,1741009021.347722059,56,5442943824723049314
601,1741009021.864458583,171,5442943824723049314
602,1741009021.865083822,62,7581795202785141671
603,1741009021.935551141,1516,7581795202785141671
604,1741009021.935592569,56,5442943824723049314
605,1741009021.935871252,1516,7581795202785141671
606,1741009021.935882936,56,5442943824723049314
607,1741009021.936280079,2976,7581795202785141671
608,1741009021.936286246,56,5442943824723049314
609,1741009021.939751878,2976,7581795202785141671
610,1741009021.939767841,56,5442943824723049314
611,1741009021.942504097,2976,7581795202785141671
612,1741009021.942518620,56,5442943824723049314
613,1741009021.945153265,2976,7581795202785141671
614,1741009021.945163603,56,5442943824723049314
615,1741009021.948248098,2976,7581795202785141671
616,1741009021.948270542,56,5442943824723049314
617,1741009021.951292533,2976,7581795202785141671
618,1741009021.951307663,56,5442943824723049314
619,1741009021.954475690,2976,7581795202785141671
620,1741009021.954488734,56,5442943824723049314
621,1741009021.957115789,2976,7581795202785141671
622,1741009021.957129680,56,5442943824723049314
623,1741009021.960438704,2976,7581795202785141671
624,1741009021.960460590,56,5442943824723049314
625,1741009021.963370546,2976,7581795202785141671
626,1741009021.963384398,56,5442943824723049314
627,1741009021.966556994,2976,7581795202785141671
628,1741009021.966568869,56,5442943824723049314
629,1741009021.968681159,2976,7581795202785141671
630,1741009021.968691372,56,5442943824723049314
631,1741009021.972495941,2976,7581795202785141671
632,1741009021.972514795,56,5442943824723049314
633,1741009021.975241007,2976,7581795202785141671
634,1741009021.975306414,56,5442943824723049314
635,1741009021.978452557,2976,7581795202785141671
636,1741009021.978473769,56,5442943824723049314
637,1741009021.981415044,2976,7581795202785141671
638,1741009021.981427283,56,5442943824723049314
639,1741009021.984127780,2976,7581795202785141671
640,1741009021.984142846,56,5442943824723049314
641,1741009021.986438881,213,-3261669313870811924
642,1741009021.986698492,62,1533643378305751294
643,1741009021.987061206,215,-3261669313870811924
644,1741009021.987289095,62,1533643378305751294
645,1741009021.987289139,2976,7581795202785141671
646,1741009021.987301833,56,5442943824723049314
647,1741009021.987823971,416,5442943824723049314
648,1741009021.987940492,62,7581795202785141671
