,timestamp,packet_length,four_tuple
8731,1740992196.843689857,62,-4037531394644741653
8732,1740992196.843911964,148,4420198836919358771
8733,1740992196.844047489,62,-4037531394644741653
8734,1740992196.896236728,1512,-8657383211560023784
8735,1740992196.896261151,56,-1669291381382447303
8736,1740992196.897068812,1512,-8657383211560023784
8737,1740992196.897078409,56,-1669291381382447303
8738,1740992196.898246703,1477,-8657383211560023784
8739,1740992196.898258793,56,-1669291381382447303
8740,1740992196.899111942,120,-1669291381382447303
8741,1740992196.899406143,62,-8657383211560023784
8742,1740992196.899901326,148,-1669291381382447303
8743,1740992196.900070191,62,-8657383211560023784
8744,1740992196.930352102,121,-4037531394644741653
8745,1740992196.930478375,87,4420198836919358771
8746,1740992196.930909823,62,-4037531394644741653
8747,1740992197.025166020,121,-8657383211560023784
8748,1740992197.025282745,87,-1669291381382447303
8749,1740992197.025493636,62,-8657383211560023784
8750,1740992197.264999094,187,2964697885163824045
8751,1740992197.265116866,1073,2964697885163824045
8752,1740992197.265458360,62,1124356007067417078
8753,1740992197.265458548,62,1124356007067417078
8754,1740992197.273671593,104,1124356007067417078
8755,1740992197.273683769,56,2964697885163824045
8756,1740992197.361963526,4935,2204066085779568804
8757,1740992197.361996522,56,7913549843078753958
8758,1740992197.366139122,36773,2204066085779568804
8759,1740992197.366169959,56,7913549843078753958
8760,1740992197.367815240,1492,2204066085779568804
8761,1740992197.370053888,4737,2204066085779568804
8762,1740992197.370071473,56,7913549843078753958
8763,1740992197.370428616,244,2274904381424489218
8764,1740992197.370700418,62,8342704663429939851
8765,1740992197.396687376,145,8073980214501698185
8766,1740992197.397032461,62,59413444695554920
8767,1740992197.398451658,145,8073980214501698185
8768,1740992197.398674855,62,59413444695554920
8769,1740992197.402440826,1023,1124356007067417078
8770,1740992197.402468810,56,2964697885163824045
8771,1740992197.402892049,91,8073980214501698185
8772,1740992197.403093572,62,59413444695554920
8773,1740992197.404695562,91,8073980214501698185
8774,1740992197.405040571,62,59413444695554920
8775,1740992197.422370728,56,-4491482419184813128
8776,1740992197.422456369,56,8684840804277522585
8777,1740992197.446467953,3502,59413444695554920
8778,1740992197.446505850,56,8073980214501698185
8779,1740992197.455921313,150,8073980214501698185
8780,1740992197.456063168,62,59413444695554920
8781,1740992197.456628667,155,8073980214501698185
8782,1740992197.456842398,62,59413444695554920
8783,1740992197.459203540,136,-2654268323820219579
8784,1740992197.459334920,136,-2654268323820219579
8785,1740992197.459387422,62,6257432895151109665
8786,1740992197.459472466,62,6257432895151109665
8787,1740992197.459509595,135,-2654268323820219579
8788,1740992197.459649122,62,6257432895151109665
8789,1740992197.478979009,91,8073980214501698185
8790,1740992197.479163010,62,59413444695554920
8791,1740992197.483128846,91,8073980214501698185
8792,1740992197.483210894,62,59413444695554920
8793,1740992197.495929876,76,1211613843715592221
8794,1740992197.501495830,1328,6257432895151109665
8795,1740992197.501517013,56,-2654268323820219579
8796,1740992197.504579359,62,3071205515371497923
8797,1740992197.504601837,56,1211613843715592221
8798,1740992197.505340800,2539,1211613843715592221
8799,1740992197.505547558,62,1211613843715592221
8800,1740992197.505597821,617,1211613843715592221
8801,1740992197.505643721,62,3071205515371497923
8802,1740992197.505643760,62,3071205515371497923
8803,1740992197.505643784,62,3071205515371497923
8804,1740992197.505643801,62,3071205515371497923
8805,1740992197.507931327,129,8342704663429939851
8806,1740992197.507940698,56,2274904381424489218
8807,1740992197.547998725,6713,6257432895151109665
8808,1740992197.548026256,56,-2654268323820219579
8809,1740992197.567382441,2007,3071205515371497923
8810,1740992197.567408615,56,1211613843715592221
8811,1740992197.568930157,140,1211613843715592221
8812,1740992197.569268981,62,3071205515371497923
8813,1740992197.570399556,87,1211613843715592221
8814,1740992197.570737609,62,3071205515371497923
8815,1740992197.627449888,637,3071205515371497923
8816,1740992197.627643587,95,1211613843715592221
8817,1740992197.627791062,80,1211613843715592221
8818,1740992197.627856837,62,3071205515371497923
8819,1740992197.627879208,56,1211613843715592221
8820,1740992197.627992832,62,3071205515371497923
8821,1740992197.627992860,62,3071205515371497923
